cell,dates,nums_cr,pages_table_start,line_order,title
" BC signale avoir découvert un câble traversant le parking, qui semble être une ali- mentation d’éclairage public. Réfection à prévoir avant la fin de chantier ASSISTANT MAITRISE D’OUVRAGE",['17-09-2013'],"[10, 11, 14, 15]","[47, 52, 69, 75]",3,VILLE
" prévoir de récupérer tout ce que la Ville et DALKIA souhaitent récupérer dans et au- tour de la piscine pour le 15/07/13 (matériel pédagogique, portail, arceaux vélos, candélabres, matériel technique, …)",['26-06-2013'],"[1, 2]","[3, 7]",1,VILLE
" suite à mise au point avec EJL, il est urgent de commander le raccordement du nouveau réseau d’assainissement de la maison voisine depuis la limite de propriété jusqu’au collecteur (intervention concession- naire à programmer). 24/09/13 : voir avec NOREADE pour reprise au plus tôt",['17-08-2013'],"[11, 14, 15, 16, 17]","[52, 69, 75, 81, 87]",2,VILLE
" suite à mise au point avec EJL, il est urgent de commander le raccordement du nouveau réseau d’assainissement de la maison voisine depuis la limite de propriété jusqu’au collecteur (intervention concessionnaire à programmer). 24/09/13 : voir avec NOREADE pour reprise au plus tôt. 29/10/13 : commande faite. 12/11/13 : in- tervention semaine 47",['17-08-2013'],"[18, 19, 20]","[93, 99, 105]",1,VILLE
 voir pour dévier le câble électrique surplombant l’angle de la parcelle côté rue Du- bois ASSISTANT MAITRISE D’OUVRAGE,['26-06-2013'],"[1, 2]","[3, 7]",5,VILLE
 voir pour évacuer le container stocké sur le parking y compris l’alimentation élec- trique qui court jusqu’en limite du logement du gardien,['26-06-2013'],"[1, 2]","[3, 7]",4,VILLE
 BC renonce à l’avance forfaitaire,['26-06-2013'],"[1, 2, 3, 4]","[3, 7, 11, 16]",3,VILLE
 DR propose de remplacer les potences de mise à l’eau PMR par un fauteuil roulant spécifique ASSISTANT MAITRISE D’OUVRAGE,['03-09-2013'],[8],[37],1,VILLE
 DR propose de remplacer les potences de mise à l’eau PMR par un fauteuil roulant spécifique. 10/09/13 : proposition validée par MOA,['03-09-2013'],"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[47, 52, 57, 63, 69, 75, 81, 87, 93, 99]",0,VILLE
 DR propose de remplacer les potences de mise à l’eau PMR par un fauteuil roulant spécifique. 10/09/13 : proposition validée par MOA ASSISTANT MAITRISE D’OUVRAGE,['03-09-2013'],[9],[42],1,VILLE
 arrêter les contrats auprès des différents concessionnaires,['26-06-2013'],"[1, 2]","[3, 7]",3,VILLE
 communiquer à DR et BC les coordonnées des différents concessionnaires,['26-06-2013'],"[1, 2, 3, 4]","[3, 7, 11, 16]",2,VILLE
 complément de diagnostic amiante le 01 ou 02/07/13. Confirmer rapidement si pré- sence ou non d’amiante,['26-06-2013'],[1],[3],1,VILLE
 demander à DALKIA attestation de coupure gaz des installations existantes ASSISTANT MAITRISE D’OUVRAGE,['17-07-2013'],[4],[16],5,VILLE
 en attente retour EDF sur modification transfo. Attention nécessité électricité pour mi octobre 2014,['12-08-2014'],"[54, 55, 56, 57, 58, 59, 60, 61, 62]","[279, 286, 293, 300, 307, 314, 320, 326, 332]",2,VILLE
 en attente retour EDF sur modification transfo. Attention nécessité électricité pour mi octobre 2014. 14/10/14 : remplacement du poste transfo le 27 ou 28/11/14. Liaison TGBT réalisé avant,['12-08-2014'],"[63, 64, 65, 66, 67, 68, 69]","[339, 346, 353, 359, 365, 371, 377]",1,VILLE
 facture EDF pour tarif jaune à faire établir au nom de BC Nord,['29-10-2013'],"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]","[105, 111, 117, 123, 129, 135, 141, 147, 153, 159, 165, 171]",1,VILLE
 facture EDF pour tarif jaune à faire établir au nom de BC Nord ASSISTANT MAITRISE D’OUVRAGE,['29-10-2013'],"[16, 17, 18, 19]","[81, 87, 93, 99]",3,VILLE
 faire abattage arbre en limite de construction sud ouest,['29-10-2013'],[16],[81],2,VILLE
 faire déplacer candélabre existant implanté dans l’accès cour de service,['30-09-2014'],"[61, 62, 63, 64, 65]","[326, 332, 339, 346, 353]",3,VILLE
 faire évacuer les porte vélos et les candélabres en façade de piscine,['21-08-2013'],[6],[27],3,VILLE
 fournir doc des arceaux vélos,['25-11-2014'],"[69, 72, 73]","[377, 388, 394]",4,VILLE
 fournir visuel souhaité sur carte de contrôle d’accès,['30-09-2014'],"[61, 62, 63, 64, 65, 66, 67, 68, 69, 72, 73, 74, 75]","[326, 332, 339, 346, 353, 359, 365, 371, 377, 388, 394, 400, 405]",4,VILLE
" le regard du compteur d’eau existant est à l’aplomb des fondations du bâtiment. Avant de le con- damner il est impératif de créer le nouveau branchement afin de continuer à alimenter le chantier et la maison voi- sine. Vu avec NOREADE sur site ce jour, devis à valider sans délai. 24/09/13 : devis validé le 20/09/13",['17-09-2013'],[11],[52],1,VILLE
" le regard du compteur d’eau existant est à l’aplomb des fondations du bâtiment. Avant de le condamner il est impératif de créer le nouveau branchement afin de continuer à ali- menter le chantier et la maison voisine. Vu avec NOREADE sur site ce jour, devis à valider sans délai",['17-09-2013'],[10],[47],1,VILLE
 le regard du compteur d’eau existant est à l’aplomb des fondations du bâtiment. Avant de le condamner il est impératif de créer le nouveau branchement afin de continuer à alimenter le chantier et la maison voisine. Vu avec,['17-09-2013'],"[12, 13]","[57, 63]",1,VILLE
 le réseau gaz n’est toujours pas déconnecté de la chaufferie : travaux de démoli- tion seront arrêtés en attendant la déconnection par GrDF. A voir avec le concessionnaire rapi- dement.,['03-09-2013'],[8],[37],0,VILLE
 le réseau gaz n’est toujours pas déconnecté de la chaufferie : travaux de démolition seront arrêtés en attendant la déconnection par GrDF. A voir avec le concessionnaire rapidement. 10/09/13 : en cours,['03-09-2013'],[9],[42],0,VILLE
 où installer le poste GTC ?,['16-09-2014'],[59],[314],2,VILLE
 où installer le poste GTC ? 23/09/14 : dans le secrétariat à confirmer,['16-09-2014'],"[60, 61, 62, 63, 64, 65]","[320, 326, 332, 339, 346, 353]",2,VILLE
 où installer le poste GTC ? 23/09/14 : dans le secrétariat à confirmer. 04/11/14 : confirmé,['16-09-2014'],[66],[359],2,VILLE
 programmer rdv pour présentation polychromie,['25-03-2014'],"[35, 36]","[195, 201]",0,VILLE
 préparer note modificative PC concernant le désenfumage des vestiaires,['12-11-2014'],[67],[365],4,VILLE
 prévoir abattage + élagage des arbres courant août. Plan topo annoté remis ce jour,['10-07-2013'],"[3, 4]","[11, 16]",3,VILLE
 prévoir abattage + élagage des arbres courant août. Plan topo annoté remis ce jour. 21/08/13 : en cours,['10-07-2013'],[6],[27],1,VILLE
 résilier contrat tarif jaune pour reprise par BC ASSISTANT MAITRISE D’OUVRAGE,['21-08-2013'],[6],[27],4,VILLE
 réunion organigramme le 09/09/14 à 14h00,['12-08-2014'],"[54, 55, 56, 57]","[279, 286, 293, 300]",3,VILLE
" souscrire auprès des concessionnaires, vos fournisseurs d’énergie en électricité et en gaz",['05-08-2014'],"[54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]","[279, 286, 293, 300, 307, 314, 320, 326, 332, 339, 346]",1,VILLE
" souscrire auprès des concessionnaires, vos fournisseurs d’énergie en électricité et en gaz. 28/10/14 : gaz disponible le 03/11/14",['05-08-2014'],[65],[353],0,VILLE
" souscrire auprès des concessionnaires, vos fournisseurs d’énergie en électricité et en gaz. 28/10/14 : gaz disponible le 03/11/14. 04/11/14 : date à recaler avec la date de mise en service des chaudières",['05-08-2014'],"[66, 67, 68, 69]","[359, 365, 371, 377]",0,VILLE
" souscrire auprès des concessionnaires, vos fournisseurs d’énergie en électricité et en gaz. 28/10/14 : gaz disponible le 03/11/14. 04/11/14 : date à recaler avec la date de mise en service des chaudières. 02/12/14 : date re- calée au 07/01/15",['05-08-2014'],"[72, 73]","[388, 394]",0,VILLE
" suite visite avec NOREADE, nécessité de déplacer l’assainissement ∅400 entre la piscine et le logement. A voir très rapidement, dévoiement avant le 15/08/13",['17-07-2013'],[4],[16],4,VILLE
" suite à mise au point avec EJL, il est urgent de commander le raccordement du nouveau réseau d’assainissement de la maison voisine depuis la limite de propriété jusqu’au collecteur (intervention concessionnaire à programmer)",['17-08-2013'],[10],[47],2,VILLE
" transmettre les coordonnées du chargé d’affaire, pour le remplacement du câble d’alimentation du trans- formateur au TGBT pour la mise en place du tarif jaune",['29-07-2014'],"[54, 55, 56, 57]","[279, 286, 293, 300]",0,VILLE
 voir avec Ville de SIN LE NOBLE pour récupération des hublots de la couverture avant le 15/08/13. Attention à veiller au travail en sécurité des intervenants,['10-07-2013'],"[4, 6]","[16, 27]",3,VILLE
 voir avec Ville de SIN LE NOBLE pour récupération des hublots de la couverture avant le 15/08/13. Attention à veiller au travail en sécurité des intervenants ASSISTANT MAITRISE D’OUVRAGE,['10-07-2013'],[3],[11],4,VILLE
 voir création clôture supplémentaire et reprise clôture autour du logement ville,['04-11-2014'],"[66, 67, 68, 69, 72, 73, 74, 75]","[359, 365, 371, 377, 388, 394, 400, 405]",4,VILLE
 voir pour dévier le câble électrique surplombant l’angle de la parcelle côté rue Dubois,['26-06-2013'],[3],[11],2,VILLE
 voir pour évacuer le container stocké sur le parking,['26-06-2013'],"[3, 4, 6]","[11, 16, 27]",1,VILLE
 voir pour éventuellement remplacer le candélabre au droit du poste transfo,['07-10-2014'],[62],[332],5,VILLE
 voir pour éventuellement remplacer le candélabre au droit du poste transfo. 14/10/14 : sera déplacé,['07-10-2014'],"[63, 64, 65]","[339, 346, 353]",5,VILLE
" vu ce jour avec DALKIA pour, suite fermeture piscine le 30/06/13, vidanger le bas- sin et couper chauffage",['26-06-2013'],[1],[3],0,VILLE
 ALISA - Désamiantage,['10-07-2013'],"[3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[11, 16, 27, 37, 42, 47, 52, 57, 63, 69, 75, 81, 87, 93, 99, 105, 111, 117, 123, 129]",2,BC
" BC remet la clé des locaux technique, accès sous sol à l’entreprise DEVRED",['22-07-2014'],"[51, 52, 53, 54, 55]","[257, 264, 272, 280, 287]",16,BC
 Constat effectué des réservations de caniveaux  avec le carreleur. Les tolérances sont respectées. Les éven- tuelles reprises sont à la charge du carreleur.,['29-07-2014'],"[52, 53]","[264, 272]",19,BC
" Réaliser la pose d’isolant en soubassement, cela en périphérie du bâtiment.",['22-07-2014'],"[51, 52, 53, 54, 55]","[257, 264, 272, 280, 287]",17,BC
" VS sous zone sauna, prévoir 2 ou 3 passages d’homme 80x80cm en supprimant l’isolant (création du même volume que les galeries techniques)",['02-07-2013'],"[2, 3, 4]","[7, 11, 17]",5,BC
 Ville et DR confirme l’option retenue de carrelage dans hall d’entrée et administra- tion,['26-06-2013'],"[1, 2]","[3, 7]",2,BC
" attention un fourreau sous semelle local TGBT trop »pincé », à libérer pour retrouver un rayon de cour- bure permettant le passage postérieur des câbles",['15-10-2013'],"[14, 15]","[70, 75]",8,BC
 aucune inscription sur les béton y compris le trait de niveau,['29-10-2013'],"[17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]","[87, 93, 100, 106, 112, 117, 124, 129, 135, 141, 147, 153, 159, 165, 171, 177]",6,BC
 aucune reprise des bétons avant avis de DR Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 25 140114.doc 4 Pour action Observations,['29-10-2013'],"[25, 26]","[135, 141]",6,BC
" bassin d’apprentissage, augmentation du quai côté petite profondeur de 5cm et ré- duire celui côté grande profondeur de 5cm, en conservant les angles extérieurs du bassin",['28-08-2013'],"[7, 8, 9, 10, 11]","[33, 38, 43, 48, 53]",5,BC
" boitiers de commande de ventilation à implanter à proximité de l’entrée du local, avec regroupement des appa- reils par local",['11-02-2014'],"[28, 29, 30, 31, 32, 33, 35, 36, 43, 44, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58]","[153, 159, 165, 171, 177, 183, 195, 201, 213, 219, 231, 237, 244, 250, 257, 264, 272, 280, 287, 294, 301, 308]",21,BC
" boitiers de commande de ventilation à implanter à proximité de l’entrée du local, avec regroupement des appareils par local. 23/09/14 : coffret posé à reprendre (problème de regroupement de commande) + finition pose cuivre (à mettre en œuvre sous moulure PVC blanche). 12/11/14 : coffret CO2 vestiaires à laisser tel qu’implanter, cof- fret CO2 douches à implanter sur voile BA à gauche en entrant dans cette zone depuis les vestiaires, coffret électrique châssis à implanter à gauche du châssis, regrouper les deux commandes des vestiaires (y compris électro-aimant) vers le boitier de commande qui sera posé par DEVRED en sortie de pédiluve déchaussage",['11-02-2014'],"[67, 68, 69]","[365, 371, 377]",1,BC
 choix teinte ITE sur nuancier STO Façade. 14/01/14 : fournir échantillon pour validation des deux réfé- rences gris 37101 et vert 31100 selon le nuancier STO façade,['26-11-2013'],"[25, 26, 27]","[137, 143, 149]",1,BC
 choix teinte ITE sur nuancier STO Façade. 14/01/14 : fournir échantillon pour validation des deux réfé- rences gris 37101 et vert 31100 selon le nuancier STO façade. 11/02/14 : échantillons remis ce jour,['26-11-2013'],"[28, 29, 30, 31, 32, 33, 34, 35]","[155, 161, 167, 173, 179, 185, 191, 197]",1,BC
 choix teinte bac acier et couvertine selon nuancier RAL. 14/01/14 : bac acier RAL9010. 21/01/14 : cou- vertine teinte dito enduit,['26-11-2013'],"[26, 27, 28, 29, 30, 31, 32]","[143, 149, 155, 161, 167, 173, 179]",2,BC
 compléter l’enduit bitumineux sur les voiles de la cour de service (jusque sous évacua- tion terrasse accès local chlore),['12-08-2014'],"[54, 55, 56, 57, 58, 59]","[280, 287, 294, 301, 308, 314]",19,BC
" cour anglaise de ventilation, surface plan architecte validé à reporter en réservation en voile avec AS à - 0,10m/sous face de dalle. Prévoir feuillure 50x35ht pour mise en place caillebotis",['17-09-2013'],"[10, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27]","[48, 75, 81, 87, 93, 100, 106, 112, 117, 124, 129, 135, 141, 147]",11,BC
 cour anglaise façade sud côté local traitement d’eau à décaler dans l’angle de fa- çade,['10-09-2013'],"[9, 10, 11, 12, 13]","[43, 48, 53, 58, 64]",10,BC
 faire implantation complète du sanitaire zone administration pour juger du faux équer- rage,['18-02-2014'],"[29, 30, 31, 32, 33, 35, 36]","[159, 165, 171, 177, 183, 195, 201]",23,BC
 faire plan de sortie réseaux EU/EV sous dallage en galeries techniques pour synthèse avec lot plom- berie. 10/09/13 : modifier réseaux sous dallage locaux techniques pour rejet sur regard au plus près de la sortie de bâtiment. Pompe de relevage au lot plomberie,['03-09-2013'],"[9, 10, 11, 12]","[42, 47, 52, 57]",8,BC
" façade sud bassin sportif, le bandeau est appuyé sur l’ITE, en console filante au nu extérieur de l’ITE. Pré- voir un relevé zinc sur l’ITE. AS = de +3.33 à +3.45, AI = +2 ;96 fini",['07-01-2014'],"[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 36, 43, 44, 47]","[129, 135, 141, 147, 153, 159, 165, 171, 177, 183, 201, 213, 219, 231]",18,BC
 fournir les éléments concernant la commande de désenfumage des vestiaires indivi- duels,['07-10-2014'],"[62, 63, 64, 65]","[332, 340, 347, 353]",7,BC
 isolation en sous face de plancher haut locaux technique à ne pas prévoir. 01/10/13 : prévoir iso- lant polystyrène sous dalle sur terre plein,['17-07-2013'],"[12, 13]","[58, 64]",2,BC
 la charpente sera stable au feu 1/2h Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 18 121113.doc 4 Pour action Observations,['26-06-2013'],"[18, 22, 24]","[93, 117, 129]",0,BC
" modifier pente dans bassin d’apprentissage pour avoir une pente continue, en con- servant la partie plane côté grande profondeur et côté petite profondeur sur une longueur de 4m pour raccordement avec pente devant les banquettes massantes",['28-08-2013'],"[7, 8, 9, 10, 11]","[33, 38, 43, 48, 53]",8,BC
 plafond en pointe de diamant uniquement dans hammam Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 28 110214.doc 4 Pour action Observations,['12-11-2013'],"[28, 30]","[153, 165]",7,BC
 poncer enduit en arête supérieure des maçonnerie,['15-07-2014'],"[50, 51, 52, 53, 54, 55]","[250, 257, 264, 272, 280, 287]",14,BC
 prendre en compte réservations trappes de ligne de nage + modification réservation pour grille de souf- flage dans hall bassins,['10-12-2013'],"[22, 23]","[117, 124]",17,BC
" prévoir laisser réservations pour trappe dans gaines maçonnées : 50x80ht local maté- riel ludique, 50x60ht douches",['01-07-2014'],"[48, 49]","[237, 244]",10,BC
" regard en pied de bac tampon, prévoir une feuillure 50x50 pour mise en place caille- botis",['26-11-2013'],"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 32, 33, 35]","[106, 112, 117, 124, 129, 135, 141, 147, 153, 159, 165, 177, 183, 195]",13,BC
" regard en pied de bac tampon, prévoir une feuillure 50x50 pour mise en place caillebotis Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 31 040314.doc 4 Pour action Observations",['26-11-2013'],"[31, 36]","[171, 201]",5,BC
" remarques sur la validation des bétons : prendre en référence le voile d’infrastructure sud du local trai- tement d’eau, le rebouchement des trous de banches est à faire en creux (référence trou sur voile précité), faire essai de reprise de bétonnage avec joint silicone et joint prescrit par le fournisseur de banche)",['29-10-2013'],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29]","[81, 87, 93, 100, 106, 112, 117, 124, 129, 135, 141, 147, 153, 159]",7,BC
 réunion de synthèse le 02/07/13 à 14h00 chez BAUDIN CHATEAUNEUF,"['26-06-2013', '02-07-2013']","[1, 2, 3]","[3, 7, 11]",0,BC
" solarium remise en forme, prévoir pente de -0,02 en sortie de bâtiment à -0,04 en extrémité de sola- rium. Poteaux métalliques dito façade sud avec AS béton à -0,04",['08-10-2013'],"[13, 14, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]","[64, 70, 81, 87, 93, 100, 106, 112, 117, 124, 129, 135, 141, 147, 153, 159, 165, 171, 177, 183]",10,BC
" veiller à prévoir des grilles filantes pour ventilation des plénums de plafonds de revers. 14/01/14 : grille lar- geur 100mm+1,5largeur chevrons support et pose contre la façade",['07-01-2014'],"[25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[135, 141, 147, 153, 159, 165, 171, 177, 183, 195, 201, 231, 237, 244, 250, 257, 264, 272, 280, 287, 294, 301]",17,BC
" veiller à prévoir des grilles filantes pour ventilation des plénums de plafonds de revers. 14/01/14 : grille largeur 100mm+1,5largeur chevrons support et pose contre la façade Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 43 270514.doc 4 Pour action Observations",['07-01-2014'],"[43, 44]","[213, 219]",3,BC
 2 clés des locaux poubelles et matériel pédagogique remises à BC Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 49 080714.doc 4 Pour action Observations,['08-07-2014'],[49],[243],3,BC
 3 réservations pour COEXIA à reprendre au sous-sol,['04-03-2014'],[31],[171],27,BC
" AS socle de conduit de fumées à -4,00m",['03-09-2013'],"[8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21]","[38, 43, 48, 53, 58, 64, 70, 75, 81, 87, 93, 100, 106, 112]",8,BC
 BC diffuser plan coffrage sous-sol pour le 25/09/13 aux corps d’état techniques pour validation des réservations demandées avec retour pour le 27/09/13,['24-09-2013'],[11],[52],5,BC
 CONCEPT ALU – Menuiseries Aluminium,['24-09-2013'],"[11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[52, 57, 63, 69, 75, 81, 87, 93, 99, 105, 111, 117, 123, 129]",4,BC
 DEP façade nord à décaler hors parvis,['25-02-2014'],"[30, 31, 32, 33, 35, 36, 43]","[165, 171, 177, 183, 195, 201, 213]",28,BC
 LUC Daniel – Couverture étanchéité bardage isolation extérieure,['08-10-2013'],"[13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[63, 69, 75, 81, 87, 93, 99, 105, 111, 117, 123, 129]",5,BC
 MARGUERON – Charpente lamellée-collée,['10-07-2013'],"[3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[11, 16, 27, 37, 42, 47, 52, 57, 63, 69, 75, 81, 87, 93, 99, 105, 111, 117, 123, 129]",0,BC
 MYRTHA POOLS – Bassins inox,['10-07-2013'],"[3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[11, 16, 27, 37, 42, 47, 52, 57, 63, 69, 75, 81, 87, 93, 99, 105, 111, 117, 123, 129]",1,BC
 NORD COFFRAGE – Etaiement,['05-11-2013'],"[17, 18, 19, 20, 21, 22, 23, 24]","[87, 93, 99, 105, 111, 117, 123, 129]",7,BC
 SATTAM – Démolition,['21-08-2013'],"[6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24]","[27, 37, 42, 47, 52, 57, 63, 69, 75, 81, 87, 93, 99, 105, 111, 117, 123, 129]",3,BC
 STS – Cuvelage,['05-11-2013'],"[17, 18, 19, 20, 21, 22, 23, 24]","[87, 93, 99, 105, 111, 117, 123, 129]",6,BC
" VS sous zone sauna, prévoir 2 ou 3 passages d’homme 80x80cm en supprimant l’isolant (création du même volume que les galeries techniques). 31/07/13 : Hauteur VS identiques à celle des galeries techniques (cf 02/07). Trous d’homme localisés sur plan joint au CR",['02-07-2013'],"[6, 7, 8, 9, 10, 11, 12, 13]","[28, 33, 38, 43, 48, 53, 58, 64]",2,BC
 accord DR pour acrotère en béton isolé et non en relevé type STO comme indiqué sur plan Architecte au droit dalle sur locaux personnel,['03-12-2013'],"[21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 33, 35, 36]","[112, 117, 124, 129, 135, 141, 147, 153, 159, 165, 171, 183, 195, 201]",13,BC
 accord DR pour acrotère en béton isolé et non en relevé type STO comme indiqué sur plan Architecte au droit dalle sur locaux personnel Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 32 110314.doc 4 Pour action Observations,['03-12-2013'],[32],[177],6,BC
 accord DR pour chanfrein 3x3 aux angles saillant béton,['17-12-2013'],"[23, 24, 25]","[124, 129, 135]",17,BC
 accord MOA pour utilisation comptage eau existant avec reprise du contrat pour le chantier,['21-08-2013'],[6],[28],4,BC
 accord MQB pour fermer gaines techniques maçonnées,['03-06-2014'],[44],[219],10,BC
 alimentation châssis de désenfumage en 48V à émission,['21-10-2014'],[64],[347],10,BC
 alimentation châssis de désenfumage en 48V à émission. 28/10/14 : 230V annoncé ce jour,['21-10-2014'],"[65, 66, 67]","[353, 359, 365]",6,BC
 alimentation châssis de désenfumage en 48V à émission. 28/10/14 : 230V annoncé ce jour. 18/11/14 : 24V à émission,['21-10-2014'],"[68, 69]","[371, 377]",1,BC
" attention les accessoires de toiture (DEP, boites à eau, …) ne sont pas conforme à la polychromie",['12-08-2014'],"[54, 55]","[280, 287]",17,BC
" attention les accessoires de toiture (DEP, boites à eau, …) ne sont pas conforme à la polychromie. 26/08/14 : dito teinte de la façade support",['12-08-2014'],"[56, 57]","[294, 301]",12,BC
 attention à la limite de prestation bassins inox (hors emprise du béton),['22-10-2013'],[15],[75],9,BC
" au droit du poteau dans quai du bassin apprentissage, suppression des 2 arrondis en partie basse compte tenu de la surépaisseur de 5cm",['28-08-2013'],[7],[33],4,BC
 aucune inscription sur les béton y compris le trait de niveau Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 16 291013.doc 4 Pour action Observations,['29-10-2013'],[16],[81],6,BC
 aucune reprise des bétons avant avis de DR,['29-10-2013'],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 27, 28, 29]","[81, 87, 93, 100, 106, 112, 117, 124, 129, 147, 153, 159]",8,BC
 aucune reprise des bétons avant avis de DR. 25/02/14 : proposition de reprise pour le 11/03/14,['29-10-2013'],"[30, 31, 32]","[165, 171, 177]",3,BC
 bardage acrotère intérieur bassin sportif teinte dito STO,['14-01-2014'],"[25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35]","[137, 143, 149, 155, 161, 167, 173, 179, 185, 191, 197]",5,BC
" bassin apprentissage, quai petite profondeur à 25cm, quai grande profondeur à 40cm",['28-08-2013'],"[7, 8, 9, 10, 11]","[33, 38, 43, 48, 53]",6,BC
" boitiers de commande de ventilation à implanter à proximité de l’entrée du local, avec regroupement des appareils par local Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 59 160914.doc 4 Pour action Observations",['11-02-2014'],[59],[314],2,BC
" boitiers de commande de ventilation à implanter à proximité de l’entrée du local, avec regroupement des appareils par local. 23/09/14 : coffret posé à reprendre (problème de regroupement de commande) + finition pose cuivre (à mettre en œuvre sous moulure PVC blanche)",['11-02-2014'],"[60, 62, 63, 64, 65, 66]","[320, 332, 340, 347, 353, 359]",2,BC
" boitiers de commande de ventilation à implanter à proximité de l’entrée du local, avec regroupement des appareils par local. 23/09/14 : coffret posé à reprendre (problème de regroupement de commande) + finition pose cuivre (à mettre en œuvre sous moulure PVC blanche) Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 61 300914.doc 4 Pour action Observations",['11-02-2014'],[61],[326],2,BC
" bonde de fond des 2 bassins, prévoir boîte avec sortie latérale et non en fond pour sortie canalisation en galerie technique",['28-08-2013'],"[7, 8, 9, 10, 11]","[33, 38, 43, 48, 53]",7,BC
" béton balayé sur accès groupe, accentuer le balayage",['18-03-2014'],[33],[183],21,BC
" béton matricé, augmenter la différence d’aspect entre planches (différence d’épaisseur) et privilégié faible largeur ou calepinage aléatoire",['29-10-2013'],"[16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 28]","[81, 87, 93, 100, 106, 112, 117, 124, 129, 135, 141, 153]",9,BC
" béton matricé, augmenter la différence d’aspect entre planches (différence d’épaisseur) et privilégié faible largeur ou calepinage aléatoire Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 27 280114.doc 4 Pour action Observations",['29-10-2013'],[27],[147],6,BC
 casser l’arrondi en pied de bajoyers du bassin sportif : fournir un plan de localisation,['04-03-2014'],[31],[171],24,BC
 charpente blanc OP 7349. Fournir un échantillon pour validation,['19-11-2013'],"[20, 21]","[107, 113]",0,BC
 charpente blanc OP 7349. Fournir un échantillon pour validation. 10/12/13 : échantillon remis ce jour,['19-11-2013'],[22],[119],0,BC
 charpente blanc OP 7349. Fournir un échantillon pour validation. 10/12/13 : échantillon remis ce jour. 17/12/13 : validé,['19-11-2013'],"[23, 25, 26, 27, 28, 29, 30, 31, 32]","[125, 137, 143, 149, 155, 161, 167, 173, 179]",0,BC
 choix teinte bac acier et couvertine selon nuancier RAL. 14/01/14 : bac acier RAL9010,['26-11-2013'],[25],[137],2,BC
 choix teinte bac acier et couvertine selon nuancier RAL. 21/01/14 : couvertine teinte dito enduit,['26-11-2013'],"[33, 34, 35]","[185, 191, 197]",1,BC
 chéneau toiture vestiaires façade sud à aligner en parallèle voiles façade,['08-07-2014'],"[49, 50, 51, 52, 53, 54, 55]","[244, 250, 257, 264, 272, 280, 287]",14,BC
 complément de diagnostic amiante le 01 ou 02/07/13. Confirmer rapidement si pré- sence ou non d’amiante,['26-06-2013'],[1],[3],1,BC
" compte tenu du nombre de fourreaux débouchant dans le local TGBT, prévoir un caniveau dans la dalle (entre les semelles)",['15-10-2013'],"[14, 15]","[70, 75]",7,BC
 confirmation CTBX en vertical intersection files 6 et E,['07-01-2014'],"[24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 35, 36, 43, 44, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57]","[129, 135, 141, 147, 153, 159, 165, 171, 177, 183, 195, 201, 213, 219, 237, 244, 250, 257, 264, 272, 280, 287, 294, 301]",19,BC
