cell,dates,nums_cr,pages_table_start,line_order,title
 réunion organigramme le 09/09/14 à 14h00. Présence obligatoire,['12-08-2014'],"[54, 55, 56, 57]","[280, 287, 294, 301]",16,BC
" réunion signature planning le 21/01/14 à 14h00. 21/01/14 : non présents, non signés et convoqués le 28/01/14 : ARCHITECTURE ALUMINIUM, SRCM, CABRE, LMP, APPLICAM, EAS, EJL. 28/01/14 : non présents, non signés et convoqués le 04/02/14 : ARCHITECTURE ALUMINIUM, CABRE, LMP, APPLICAM, EAS. 11/02/14 : non présents, non signés et convoqués le 18/02/14 : LMP, APPLICAM. 18/02/14 : non présents, non signés et convo- qués le 25/02/14 : LMP, APPLICAM. 25/02/14 : non présents, non signés et convoqués le 04/03/14 : LMP, APPLICAM. 04/03/14 : non présents, non signés et convoqués le 11/03/14 : LMP, APPLICAM. 11/03/14 : non pré- sents, non signés et convoqués le 18/03/14 : LMP, APPLICAM. 18/03/14 : non présents, non signés et convoqués le 25/03/14 : LMP, APPLICAM. 25/03/14 : non présents, non signés et convoqués le 01/04/14 : LMP, APPLICAM. 01/04/14 : non présents, non signés et convoqués le 08/04/14 : LMP, APPLICAM. 08/04/14 : non présents, non si- gnés et convoqués le 15/04/14 : LMP, APPLICAM. 15/04/14 : non présents, non signés et convoqués le 22/04/14 : LMP, APPLICAM. 29/04/14 : non présents, non signés et convoqués le 06/05/14 : LMP, APPLICAM. 06/05/14 : non présents, non signés et convoqués le 13/05/14 : LMP, APPLICAM. 13/05/14 : non présents, non signés et convo- qués le 20/05/14 : LMP, APPLICAM. 20/05/14 : non présents, non signés et convoqués le 27/05/14 : LMP, APPLICAM. 27/05/14 : APPLICAM présent et signé, LMP non présent, non signé et convoqué le 03/06/14 : LMP. 03/06/14 : LMP non présent, non signé et convoqué le 10/06/14 : LMP. 10/06/14 : LMP non présent, non signé et convoqué le 17/06/14 : LMP. 17/06/14 : LMP non présent, non signé et convoqué le 24/06/14 : LMP. 24/06/14 : LMP non présent, non signé et convoqué le 01/07/14 : LMP. 01/07/14 : LMP non présent, non signé et convoqué le 08/07/14 : LMP. 08/07/14 : LMP non présent, non signé et convoqué le 15/07/14 : LMP",['07-01-2014'],[49],[243],0,BC
 scier les têtes de bajoyers du bassin sportif pour créer la réservation nécessaire à la pose des goulottes,['04-03-2014'],"[31, 32]","[171, 177]",26,BC
 solarium béton acidé refusé en l’état,['18-11-2014'],[68],[371],7,BC
 solarium béton acidé refusé en l’état. 25/11/14 : constat le 02/12/14,['18-11-2014'],[69],[377],5,BC
 solarium béton acidé refusé en l’état. 25/11/14 : constat le 02/12/14. 02/12/14 : refus confirmé en l’état actuel. 09/12/14 : refus maintenu compte tenu de l’hétérogénéité de l’état de surface et des finitions en rive,['18-11-2014'],"[72, 73]","[388, 394]",0,BC
" solarium remise en forme, prévoir pente de -0,02 en sortie de bâtiment à -0,04 en extrémité de sola- rium. Poteaux métalliques dito façade sud avec AS béton à -0,04 Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 15 221013.doc 4 Pour action Observations",['08-10-2013'],[15],[75],4,BC
" solarium remise en forme, prévoir pente de -0,02 en sortie de bâtiment à -0,04 en extrémité de solarium",['08-10-2013'],"[35, 36, 43, 44, 47, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]","[195, 201, 213, 219, 231, 244, 250, 257, 264, 272, 280, 287, 294, 301, 308, 314, 320, 326, 332, 340, 347, 353, 359, 365]",0,BC
" solarium remise en forme, prévoir pente de -0,02 en sortie de bâtiment à -0,04 en extrémité de solarium Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 48 010714.doc 4 Pour action Observations",['08-10-2013'],[48],[237],0,BC
" sortir les DEP hors emprise gros œuvre (rampe, parvis, …)",['28-01-2014'],"[27, 28, 29, 30, 31, 32, 33, 35, 36]","[147, 153, 159, 165, 171, 177, 183, 195, 201]",20,BC
 soumettre plan d’implantation des commandes de désenfumage à SOCOTEC. Le prin- cipe étant de les implanter à l’entrée du local concerné,['28-01-2014'],[27],[147],22,BC
 sous face du bac acier de couverture à débosseler et nettoyer,['01-04-2014'],"[35, 36, 43, 44]","[195, 201, 213, 219]",16,BC
" suppression double voile au droit trémie escalier (celui côté escalier, conserver celui hall bassins) en créant des appuis glissants des poutres BA hall bassins au droit des maçonneries Varibloc",['03-12-2013'],"[21, 22, 23]","[112, 117, 124]",14,BC
 synthèse réseaux RDC le 10/09/13 à 14h00,['21-08-2013'],"[6, 8]","[27, 37]",12,BC
 synthèse réseaux RDC le 10/09/13 à 14h00. 10/09/13 : plan de réservations pour le 24/09/13,['21-08-2013'],"[9, 10, 11]","[42, 47, 52]",6,BC
 synthèse réseaux sous dallage le 28/08/13 à 10h00,['21-08-2013'],[6],[27],11,BC
 terminer calfeutrement entre local technique hammam et hall bassins,['16-12-2014'],"[72, 73, 74, 75]","[388, 394, 400, 405]",2,BC
 terminer de nettoyer et débarrasser le parking,['18-11-2014'],[68],[371],2,BC
" terminer pose visualisation sur vitrage (hall bassins, locaux administration, hall d’entrée)",['16-12-2014'],"[72, 73, 74, 75]","[388, 394, 400, 405]",3,BC
 terminer étanchéité + finition menuiserie alu façade sud,['08-07-2014'],"[49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64]","[244, 250, 257, 264, 272, 280, 287, 294, 301, 308, 314, 320, 326, 332, 340, 347]",13,BC
 veiller à prévoir des grilles filantes pour ventilation des plénums de plafonds de re- vers,['07-01-2014'],[24],[129],20,BC
 visite pré OPR façades et toiture le 16/09/14 à 10h00,['26-08-2014'],"[56, 57]","[294, 301]",17,BC
 visite pré OPR façades et toiture le 16/09/14 à 10h00. 09/09/14 : reportée au 23/09/14,['26-08-2014'],"[58, 59]","[308, 314]",12,BC
" visualisation des vitrages : carré de 5x5cm espacés de 15cm posé à +110cm et +160cm, pose décalée",['07-01-2014'],[24],[129],15,BC
 voir avec sous-traitants pour pose blocs portes métallique coupe feu dans cueillie cu- velage,['25-02-2014'],[30],[165],26,BC
 voir jonction couvertine au droit jonction entre bardage zinc et isolant STO,['10-12-2013'],"[35, 36]","[195, 201]",3,BC
 voir jonction couvertine au droit jonction entre bardage zinc et isolant STO Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 33 180314.doc 4 Pour action Observations,['10-12-2013'],[33],[183],4,BC
" voir pour acrotère filant à 5,92 et non en surépaisseur à 5,97 + jonction couvertine au droit jonction entre bardage zinc et isolant STO",['10-12-2013'],"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32]","[117, 124, 129, 135, 141, 147, 153, 159, 165, 171, 177]",15,BC
 voir problème de fourreaux électriques obstrués entre TGBT et galeries techniques (4∅160),['27-05-2014'],[43],[213],12,BC
 voir problème de fourreaux électriques obstrués entre TGBT et galeries techniques (4∅160). 03/06/14 : solution alternative à l’étude par BERIM et DEVRED,['27-05-2014'],[44],[219],9,BC
" vu ce jour avec CSPS, nettoyer abords du chantier",['17-06-2014'],[47],[231],12,BC
" à la demande de SLC, pas de bondes aspiration en paroi car buses de refoulement déjà en paroi. Prévoir d’agrandir le regard existant pour être aux dimensions nécessaires (105x105)",['31-07-2013'],[6],[27],5,BC
" à partir du 15/07/14, portail EJL et BC, base vie CERGNUL et EAS, RDC CERGNUL, sous-sol MQB et EAS",['08-07-2014'],[49],[243],1,BC
 étiqueter la commande de désenfumage,['09-12-2014'],"[72, 73, 74]","[388, 394, 400]",1,BC
 réunion de synthèse le 02/07/13 à 14h00 chez BAUDIN CHATEAUNEUF,"['26-06-2013', '02-07-2013']","[1, 2, 3]","[3, 7, 11]",0,MQB
 BC diffuser plan coffrage sous-sol pour le 25/09/13 aux corps d’état techniques pour validation des réservations demandées avec retour pour le 27/09/13,['24-09-2013'],[11],[52],5,MQB
 confirmer les fils d’eau sortie bâtiment pour le 17/09/13,['10-09-2013'],[9],[42],11,MQB
 faire mise à jour plan de réservations sous sol suite à analyse plan GO pour le 18/10/13,['15-10-2013'],"[14, 15]","[69, 75]",2,MQB
 mise à jour plan CVC-Plomberie pour le 22/07/13,['17-07-2013'],[4],[16],3,MQB
 plan avec descentes de charges pour le 10/07/13,['02-07-2013'],"[2, 3]","[7, 11]",1,MQB
 plan de réseaux sous-sol pour le 17/07/13,['02-07-2013'],"[2, 3]","[7, 11]",3,MQB
 plan de réservation RDC pour le 04/10/13,['24-09-2013'],"[11, 12]","[52, 57]",6,MQB
" plan de réservation RDC pour le 04/10/13. 08/10/13 : à compléter avec trappe pour accès cla- pet coupe feu, à diffuser pour le 09/10/13",['24-09-2013'],[13],[63],2,MQB
 plan d’attentes au sol pour le 10/07/13,['02-07-2013'],"[2, 3]","[7, 11]",2,MQB
 réservations RDC pour le 24/09/13,['10-09-2013'],[9],[42],12,MQB
 réservations RDC pour le 24/09/13. 17/09/13 : plan de réservations sous-sol et RDC à transmettre à DR pour le 20/09/13,['10-09-2013'],[10],[47],6,MQB
 réunion de synthèse le 31/07/13 avec diffusion réservation sous-sol,['17-07-2013'],[4],[16],6,MQB
" suite réunion de synthèse du 31/07 et modif, diffusion réservations sous-sol finalisé le 30/08/13",['31-07-2013'],[6],[27],3,MQB
" sur base plan VRD PRO, valider les besoins en regards de raccordement",['17-07-2013'],[4],[16],7,MQB
" sur base plan VRD PRO, valider les besoins en regards de raccordement - 31/07/13-rappel",['17-07-2013'],"[6, 8, 9]","[27, 37, 42]",4,MQB
 synthèse réseaux RDC le 10/09/13 à 14h00,['21-08-2013'],[8],[37],6,MQB
 synthèse réseaux RDC le 10/09/13 à 14h00. 10/09/13 : plan de réservations pour le 24/09/13,['21-08-2013'],"[9, 10, 11]","[42, 47, 52]",6,MQB
 synthèse réseaux sous dallage le 28/08/13 à 10h00,['21-08-2013'],[6],[27],11,MQB
 transmettre plan de réservations sous-sol pour le 11/09/13 à DR et BERIM pour synthèse,['10-09-2013'],"[9, 10]","[42, 47]",10,MQB
" RAPPEL, L’ACCES AU PARVIS EST INTERDIT ET DOIT RESTE CONDAMNER. L’ACCES AU BATIMENT SE FAIT PAR LA PORTE ACCES PERSONNEL Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 55 190814.doc 4 Pour action Observations",['19-08-2014'],"[55, 56, 57]","[286, 293, 300]",0,EAS
 réunion de synthèse le 02/07/13 à 14h00 chez BAUDIN CHATEAUNEUF,"['26-06-2013', '02-07-2013']","[1, 2, 3]","[3, 7, 11]",0,EAS
 BC diffuser plan coffrage sous-sol pour le 25/09/13 aux corps d’état techniques pour validation des réservations demandées avec retour pour le 27/09/13,['24-09-2013'],[11],[52],5,EAS
" MAP avec SLC : aspiration de fond : avant son passage enterré en galerie, prévoir un regard avec vanne de coupure sur réseau.",['31-07-2013'],"[6, 8, 9, 10, 11, 12, 13, 14, 15]","[27, 37, 42, 47, 52, 57, 63, 69, 75]",2,EAS
" RAPPEL, L’ACCES AU PARVIS EST INTERDIT ET DOIT RESTE CONDAMNER. L’ACCES AU BATIMENT SE FAIT PAR LA PORTE ACCES PERSONNEL. 09/09/14 : COMPTE TENU DE L’IRRESPECT DES CONSIGNES, LE CYLINDRE A ETE REMPLACE ET LA PORTE EST CONDAMNEE Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 58 090914.doc 4 Pour action Observations",['19-08-2014'],[58],[307],0,EAS
 confirmer les fils d’eau sortie bâtiment pour le 17/09/13,['10-09-2013'],[9],[42],11,EAS
 plan avec descentes de charges pour le 10/07/13,['02-07-2013'],"[2, 3]","[7, 11]",1,EAS
 plan de réseaux sous-sol pour le 17/07/13,['02-07-2013'],"[2, 3]","[7, 11]",3,EAS
 plan d’attentes au sol pour le 10/07/13,['02-07-2013'],"[2, 3]","[7, 11]",2,EAS
 réservations RDC pour le 24/09/13. 17/09/13 : plan de réservations sous-sol et RDC à transmettre à DR pour le 20/09/13,['10-09-2013'],[10],[47],6,EAS
 réunion de synthèse le 31/07/13 avec diffusion réservation sous-sol,['17-07-2013'],[4],[16],6,EAS
" suite réunion de synthèse du 31/07 et modif, diffusion réservations sous-sol finalisé le 30/08/13",['31-07-2013'],[6],[27],3,EAS
" sur base plan VRD PRO, valider les besoins en regards de raccordement",['17-07-2013'],[4],[16],7,EAS
" sur base plan VRD PRO, valider les besoins en regards de raccordement - 31/07/13-rappel",['17-07-2013'],"[6, 8, 9]","[27, 37, 42]",4,EAS
 synthèse CVC-Plomberie-Traitement d’Eau pour le 24/07/13,['17-07-2013'],[4],[16],4,EAS
 transmettre plan de réservations sous-sol pour le 11/09/13 à DR et BERIM pour synthèse,['10-09-2013'],"[9, 10]","[42, 47]",10,EAS
" à la demande de SLC, pas de bondes aspiration en paroi car buses de refoulement déjà en paroi. Prévoir d’agrandir le regard existant pour être aux dimensions nécessaires (105x105)",['31-07-2013'],[6],[27],5,EAS
accord des 2 ets sur les débits de chaque équipement.,['31-07-2013'],[6],[27],6,EAS
" le bâtiment n’est toujours pas fermé chaque soir. Pour mémoire, les entreprises res- tent responsables de leurs ouvrages jusqu’à la réception",['28-10-2014'],"[65, 66, 67, 68, 69, 72, 73, 74, 75]","[353, 359, 365, 371, 377, 388, 394, 400, 405]",1,TCE
" le chantier a été nettoyé, l’état de propreté est à conserver par chaque entreprise in- tervenante",['01-04-2014'],"[35, 36]","[195, 201]",1,TCE
 le stationnement des véhicules devra être interdit sur la rue Dubois 10/07/13 : plan diffusé ce jour,['26-06-2013'],"[3, 4]","[11, 16]",1,TCE
 prochaine réunion charte environnementale le 07/01/14 à 14h00 Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 20 261113.doc 4 Pour action Observations,['26-11-2013'],"[20, 21, 23]","[105, 111, 123]",0,TCE
" réunion signature planning le 21/01/14 à 14h00. 21/01/14 : non présents, non signés et convoqués le 28/01/14 : ARCHITECTURE ALUMINIUM, SRCM, CABRE, LMP, APPLICAM, EAS, EJL. 28/01/14 : non présents, non signés et convoqués le 04/02/14 : ARCHITECTURE ALUMINIUM, CABRE, LMP, APPLICAM, EAS. 11/02/14 : non présents, non signés et convo- qués  le  18/02/14 :  LMP,  APPLICAM.  18/02/14 :  non  présents,  non  signés  et  convoqués  le  25/02/14 :  LMP,  APPLICAM. 25/02/14 : non présents, non signés et convoqués le 04/03/14 : LMP, APPLICAM. 04/03/14 : non présents, non signés et con- voqués  le  11/03/14 :  LMP,  APPLICAM.  11/03/14 :  non  présents,  non  signés  et  convoqués  le  18/03/14 :  LMP,  APPLICAM. 18/03/14 : non présents, non signés et convoqués le 25/03/14 : LMP, APPLICAM. 25/03/14 : non présents, non signés et con- voqués  le  01/04/14 :  LMP,  APPLICAM.  01/04/14 :  non  présents,  non  signés  et  convoqués  le  08/04/14 :  LMP,  APPLICAM. 08/04/14 : non présents, non signés et convoqués le 15/04/14 : LMP, APPLICAM. 15/04/14 : non présents, non signés et con- voqués  le  22/04/14 :  LMP,  APPLICAM.  29/04/14 :  non  présents,  non  signés  et  convoqués  le  06/05/14 :  LMP,  APPLICAM. 06/05/14 : non présents, non signés et convoqués le 13/05/14 : LMP, APPLICAM. 13/05/14 : non présents, non signés et con- voqués  le  20/05/14 :  LMP,  APPLICAM.  20/05/14 :  non  présents,  non  signés  et  convoqués  le  27/05/14 :  LMP,  APPLICAM. 27/05/14 : APPLICAM présent et signé, LMP non présent, non signé et convoqué le 03/06/14 : LMP. 03/06/14 : LMP non pré- sent,  non  signé  et  convoqué  le  10/06/14 :  LMP.  10/06/14 :  LMP  non  présent,  non  signé  et  convoqué  le  17/06/14 :  LMP. 17/06/14 : LMP non présent, non signé et convoqué le 24/06/14 : LMP. 24/06/14 : LMP non présent, non signé et convoqué le 01/07/14 : LMP. 01/07/14 : LMP non présent, non signé et convoqué le 08/07/14 : LMP. 08/07/14 : LMP non présent, non signé et convoqué le 15/07/14 : LMP. 15/07/14 : LMP non présent, non signé et convoqué le 22/07/14 : LMP",['07-01-2014'],"[47, 48, 50, 52, 53, 54, 59, 60, 61, 62, 64]","[231, 237, 249, 263, 271, 279, 314, 320, 326, 332, 346]",0,TCE
" réunion signature planning le 21/01/14 à 14h00. 21/01/14 : non présents, non signés et convoqués le 28/01/14 : ARCHITECTURE ALUMINIUM, SRCM, CABRE, LMP, APPLICAM, EAS, EJL. 28/01/14 : non présents, non signés et convoqués le 04/02/14 : ARCHITECTURE ALUMINIUM, CABRE, LMP, APPLICAM, EAS. 11/02/14 : non présents, non signés et convoqués le 18/02/14 : LMP, APPLICAM. 18/02/14 : non présents, non signés et convo- qués le 25/02/14 : LMP, APPLICAM. 25/02/14 : non présents, non signés et convoqués le 04/03/14 : LMP, APPLICAM. 04/03/14 : non présents, non signés et convoqués le 11/03/14 : LMP, APPLICAM. 11/03/14 : non pré- sents, non signés et convoqués le 18/03/14 : LMP, APPLICAM. 18/03/14 : non présents, non signés et convoqués le 25/03/14 : LMP, APPLICAM. 25/03/14 : non présents, non signés et convoqués le 01/04/14 : LMP, APPLICAM. 01/04/14 : non présents, non signés et convoqués le 08/04/14 : LMP, APPLICAM",['07-01-2014'],"[35, 36]","[195, 201]",0,TCE
" réunion signature planning le 21/01/14 à 14h00. 21/01/14 : non présents, non signés et convoqués le 28/01/14 : ARCHITECTURE ALUMINIUM, SRCM, CABRE, LMP, APPLICAM, EAS, EJL. 28/01/14 : non présents, non signés et convoqués le 04/02/14 : ARCHITECTURE ALUMINIUM, CABRE, LMP, APPLICAM, EAS. 11/02/14 : non présents, non signés et convoqués le 18/02/14 : LMP, APPLICAM. 18/02/14 : non présents, non signés et convo- qués le 25/02/14 : LMP, APPLICAM. 25/02/14 : non présents, non signés et convoqués le 04/03/14 : LMP, APPLICAM. 04/03/14 : non présents, non signés et convoqués le 11/03/14 : LMP, APPLICAM. 11/03/14 : non pré- sents, non signés et convoqués le 18/03/14 : LMP, APPLICAM. 18/03/14 : non présents, non signés et convoqués le 25/03/14 : LMP, APPLICAM. 25/03/14 : non présents, non signés et convoqués le 01/04/14 : LMP, APPLICAM. 01/04/14 : non présents, non signés et convoqués le 08/04/14 : LMP, APPLICAM. 08/04/14 : non présents, non si- gnés et convoqués le 15/04/14 : LMP, APPLICAM. 15/04/14 : non présents, non signés et convoqués le 22/04/14 : LMP, APPLICAM. 29/04/14 : non présents, non signés et convoqués le 06/05/14 : LMP, APPLICAM. 06/05/14 : non présents, non signés et convoqués le 13/05/14 : LMP, APPLICAM. 13/05/14 : non présents, non signés et convo- qués le 20/05/14 : LMP, APPLICAM. 20/05/14 : non présents, non signés et convoqués le 27/05/14 : LMP, APPLICAM. 27/05/14 : APPLICAM présent et signé, LMP non présent, non signé et convoqué le 03/06/14 : LMP",['07-01-2014'],"[43, 44]","[213, 219]",0,TCE
" à partir du 15/07/14, portail EJL et BC, base vie CERGNUL et EAS, RDC CERGNUL, sous-sol MQB et EAS Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 52 290714 4 Pour action Observations",['08-07-2014'],"[52, 53]","[263, 271]",1,TCE
 assurer la fermeture du RDC du bâtiment le soir,['01-07-2014'],[48],[237],1,TCE
 clé salle de réunion remise à DRD,['08-07-2014'],[49],[243],2,TCE
 clés des portes sous-sol remises à MQB et EAS,['29-04-2014'],[43],[213],1,TCE
 gestion des clés par MQB et DEVRED,['20-05-2014'],[43],[213],2,TCE
 le stationnement des véhicules devra être interdit sur la rue Dubois,['26-06-2013'],"[1, 2]","[3, 7]",1,TCE
 mise en place de la charte verte. Réunion Agi2d / DR / BC le 26/11/13 à 10h00 sur site Mairie d’AUBY – Réhabilitation et extension de la piscine municipale – CR 19 191113.doc 4 Pour action Observations,['19-11-2013'],[19],[99],0,TCE
 pas d’observation de la Ville pour le travail le samedi,['18-02-2014'],"[29, 30, 31, 32]","[159, 165, 171, 177]",1,TCE
 plans architecte mis à jour diffusés par lien de téléchargement informatique,['03-09-2013'],"[8, 9, 10, 11, 12]","[37, 42, 47, 52, 57]",7,TCE
 prochaine réunion charte environnementale le 07/01/14 à 14h00,['26-11-2013'],[22],[117],0,TCE
 préparer les DOE,['28-10-2014'],"[65, 66, 67, 68, 69]","[353, 359, 365, 371, 377]",0,TCE
 préparer les DOE. 02/12/14 : BC et EJL remis ce jour pour visa MOE,['28-10-2014'],"[72, 73, 74, 75]","[388, 394, 400, 405]",0,TCE
 remettre les menottes sur les barrières HERAS lorsque vous les déposez pour passer,['20-05-2014'],[43],[213],3,TCE
" réservations RDC CERGNUL ok, NAVIC en cours de validation par DR",['21-08-2013'],"[6, 8]","[27, 37]",10,TCE
" réservations RDC CERGNUL ok, NAVIC en cours de validation par DR. 10/09/13 : fait, plan ar- chitecte mis à jour, en attente plans NAVIC mis à jour",['21-08-2013'],[9],[42],5,TCE
" réservations sous-sol MQB-DEVRED ok, EAS pour le 26/08/13, serrurerie pour le 30/08/13",['21-08-2013'],"[6, 8, 9]","[27, 37, 42]",9,TCE
 réunion signature planning le 21/01/14 à 14h00,['07-01-2014'],"[24, 25]","[129, 135]",0,TCE
" réunion signature planning le 21/01/14 à 14h00. 21/01/14 : non présents, non signés et convo- qués le 28/01/14 : ARCHITECTURE ALUMINIUM, SRCM, CABRE, LMP, APPLICAM, EAS, EJL",['07-01-2014'],[26],[141],0,TCE
" réunion signature planning le 21/01/14 à 14h00. 21/01/14 : non présents, non signés et convoqués le 28/01/14 : ARCHITECTURE ALUMINIUM, SRCM, CABRE, LMP, APPLICAM, EAS, EJL. 28/01/14 : non pré- sents, non signés et convoqués le 04/02/14 : ARCHITECTURE ALUMINIUM, CABRE, LMP, APPLICAM, EAS",['07-01-2014'],[27],[147],0,TCE
" réunion signature planning le 21/01/14 à 14h00. 21/01/14 : non présents, non signés et convoqués le 28/01/14 : ARCHITECTURE ALUMINIUM, SRCM, CABRE, LMP, APPLICAM, EAS, EJL. 28/01/14 : non présents, non signés et convoqués le 04/02/14 : ARCHITECTURE ALUMINIUM, CABRE, LMP, APPLICAM, EAS. 11/02/14 : non présents, non signés et convoqués le 18/02/14 : LMP, APPLICAM",['07-01-2014'],[28],[153],0,TCE
" réunion signature planning le 21/01/14 à 14h00. 21/01/14 : non présents, non signés et convoqués le 28/01/14 : ARCHITECTURE ALUMINIUM, SRCM, CABRE, LMP, APPLICAM, EAS, EJL. 28/01/14 : non présents, non signés et convoqués le 04/02/14 : ARCHITECTURE ALUMINIUM, CABRE, LMP, APPLICAM, EAS. 11/02/14 : non présents, non signés et convoqués le 18/02/14 : LMP, APPLICAM. 18/02/14 : non présents, non signés et convo- qués le 25/02/14 : LMP, APPLICAM. 25/02/14 : non présents, non signés et convoqués le 04/03/14 : LMP, APPLICAM",['07-01-2014'],[30],[165],0,TCE
" réunion signature planning le 21/01/14 à 14h00. 21/01/14 : non présents, non signés et convoqués le 28/01/14 : ARCHITECTURE ALUMINIUM, SRCM, CABRE, LMP, APPLICAM, EAS, EJL. 28/01/14 : non présents, non signés et convoqués le 04/02/14 : ARCHITECTURE ALUMINIUM, CABRE, LMP, APPLICAM, EAS. 11/02/14 : non présents, non signés et convoqués le 18/02/14 : LMP, APPLICAM. 18/02/14 : non présents, non signés et convo- qués le 25/02/14 : LMP, APPLICAM. 25/02/14 : non présents, non signés et convoqués le 04/03/14 : LMP, APPLICAM. 04/03/14 : non présents, non signés et convoqués le 11/03/14 : LMP, APPLICAM",['07-01-2014'],[31],[171],0,TCE
" réunion signature planning le 21/01/14 à 14h00. 21/01/14 : non présents, non signés et convoqués le 28/01/14 : ARCHITECTURE ALUMINIUM, SRCM, CABRE, LMP, APPLICAM, EAS, EJL. 28/01/14 : non présents, non signés et convoqués le 04/02/14 : ARCHITECTURE ALUMINIUM, CABRE, LMP, APPLICAM, EAS. 11/02/14 : non présents, non signés et convoqués le 18/02/14 : LMP, APPLICAM. 18/02/14 : non présents, non signés et convo- qués le 25/02/14 : LMP, APPLICAM. 25/02/14 : non présents, non signés et convoqués le 04/03/14 : LMP, APPLICAM. 04/03/14 : non présents, non signés et convoqués le 11/03/14 : LMP, APPLICAM. 11/03/14 : non pré- sents, non signés et convoqués le 18/03/14 : LMP, APPLICAM. 18/03/14 : non présents, non signés et con- voqués le 25/03/14 : LMP, APPLICAM",['07-01-2014'],[33],[183],0,TCE
" réunion signature planning le 21/01/14 à 14h00. 21/01/14 : non présents, non signés et convoqués le 28/01/14 : ARCHITECTURE ALUMINIUM, SRCM, CABRE, LMP, APPLICAM, EAS, EJL. 28/01/14 : non présents, non signés et convoqués le 04/02/14 : ARCHITECTURE ALUMINIUM, CABRE, LMP, APPLICAM, EAS. 11/02/14 : non présents, non signés et convoqués le 18/02/14 : LMP, APPLICAM. 18/02/14 : non présents, non signés et convo- qués le 25/02/14 : LMP, APPLICAM. 25/02/14 : non présents, non signés et convoqués le 04/03/14 : LMP, APPLICAM. 04/03/14 : non présents, non signés et convoqués le 11/03/14 : LMP, APPLICAM. 11/03/14 : non présents, non signés et convoqués le 18/03/14 : LMP, APPLICAM",['07-01-2014'],[32],[177],0,TCE
" réunion signature planning le 21/01/14 à 14h00. 21/01/14 : non présents, non signés et convoqués le 28/01/14 : ARCHITECTURE ALUMINIUM, SRCM, CABRE, LMP, APPLICAM, EAS, EJL. 28/01/14 : non présents, non signés et convoqués le 04/02/14 : ARCHITECTURE ALUMINIUM, CABRE, LMP, APPLICAM, EAS. 11/02/14 : non présents, non signés et convoqués le 18/02/14 : LMP, APPLICAM. 18/02/14 : non présents, non signés et convoqués le 25/02/14 : LMP, APPLICAM",['07-01-2014'],[29],[159],0,TCE
" à partir du 15/07/14, portail EJL et BC, base vie CERGNUL et EAS, RDC CERGNUL, sous-sol MQB et",['08-07-2014'],"[50, 54]","[249, 279]",1,TCE
" BC signale avoir découvert un câble traversant le parking, qui semble être une ali- mentation d’éclairage public. Réfection à prévoir avant la fin de chantier ASSISTANT MAITRISE D’OUVRAGE",['17-09-2013'],"[10, 11, 14, 15]","[47, 52, 69, 75]",3,VILLE AUBY
" prévoir de récupérer tout ce que la Ville et DALKIA souhaitent récupérer dans et au- tour de la piscine pour le 15/07/13 (matériel pédagogique, portail, arceaux vélos, candélabres, matériel technique, …)",['26-06-2013'],"[1, 2]","[3, 7]",1,VILLE AUBY
" suite à mise au point avec EJL, il est urgent de commander le raccordement du nouveau réseau d’assainissement de la maison voisine depuis la limite de propriété jusqu’au collecteur (intervention concession- naire à programmer). 24/09/13 : voir avec NOREADE pour reprise au plus tôt",['17-08-2013'],"[11, 14, 15, 16, 17]","[52, 69, 75, 81, 87]",2,VILLE AUBY
" suite à mise au point avec EJL, il est urgent de commander le raccordement du nouveau réseau d’assainissement de la maison voisine depuis la limite de propriété jusqu’au collecteur (intervention concessionnaire à programmer). 24/09/13 : voir avec NOREADE pour reprise au plus tôt. 29/10/13 : commande faite. 12/11/13 : in- tervention semaine 47",['17-08-2013'],"[18, 19, 20]","[93, 99, 105]",1,VILLE AUBY
 voir pour dévier le câble électrique surplombant l’angle de la parcelle côté rue Du- bois ASSISTANT MAITRISE D’OUVRAGE,['26-06-2013'],"[1, 2]","[3, 7]",5,VILLE AUBY
 voir pour évacuer le container stocké sur le parking y compris l’alimentation élec- trique qui court jusqu’en limite du logement du gardien,['26-06-2013'],"[1, 2]","[3, 7]",4,VILLE AUBY
 DR propose de remplacer les potences de mise à l’eau PMR par un fauteuil roulant spécifique ASSISTANT MAITRISE D’OUVRAGE,['03-09-2013'],[8],[37],1,VILLE AUBY
 DR propose de remplacer les potences de mise à l’eau PMR par un fauteuil roulant spécifique. 10/09/13 : proposition validée par MOA,['03-09-2013'],"[10, 11, 12, 13, 14, 15, 16, 17, 18, 19]","[47, 52, 57, 63, 69, 75, 81, 87, 93, 99]",0,VILLE AUBY
