cell,dates,nums_cr,pages_table_start,line_order,title
"réservation au droit des pédiluve 160mm
Descentes EP",['19-06-2013'],[22],[154],9,MONTARON
réservation de dalle plages 120mm et reste du bâtiment 70mm,['10-04-2013'],[22],[154],7,MONTARON
réunion concessionnaires le 29/01/14 à 10h00,['15-01-2014'],"[38, 39]","[282, 292]",14,MONTARON
"réunion de mise au point des diverses sorties bâtiment à reprendre par le VRD le
20/11/13 à 14h00
ASSISTANT MAITRISE D’OUVRAGE",['13-11-2013'],[31],[221],24,MONTARON
"sur base plan extérieur de SNEF, établir plan de fourreaux",['22-05-2013'],"[11, 12, 14, 15, 16, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","[76, 83, 97, 104, 112, 120, 128, 144, 151, 158, 165, 172, 179, 187, 194, 201, 209, 216, 224, 232, 241, 248, 256, 265, 273, 282, 292, 301, 310, 319, 328, 337, 346, 355, 364]",6,MONTARON
"sur base plan extérieur de SNEF, établir plan de fourreaux
POINTS SPECIFIQUES
Polychromie",['22-05-2013'],[13],[90],9,MONTARON
"synthèse RDC, R+1 et toiture le 10/09/13. Diffusion plan de réservations pour le 13/09/13
Charpente LC / Faux plafonds
- 24/04/13  prévoir une structure à souder en pied de charpente métallique des verrières
ASSISTANT MAITRISE D’OUVRAGE",['05-09-2013'],[22],[154],20,MONTARON
"synthèse RDC, R+1 et toiture le 10/09/13. Diffusion plan de réservations pour le 13/09/13.
18/09/13 : plan présenté validé à compléter avec réservation pour bain chaud pour le 20/09/13",['05-09-2013'],[23],[161],15,MONTARON
"toutes les entreprises confirment que toutes les sorties et pénétrations dans le bâ-
timent sont raccordées sur les attentes VRD",['09-09-2015'],[85],[752],9,MONTARON
transmettre des essais de compactages en pied des murs de soutènement,['23-04-2014'],"[53, 54, 55]","[436, 445, 454]",14,MONTARON
transmettre plan CRI des siphons de sol à COEXIA,['18-09-2013'],"[27, 28, 29, 30, 31, 32, 33]","[191, 198, 206, 213, 221, 229, 237]",14,MONTARON
"transmettre plan CRI des siphons de sol à COEXIA
Charpente LC / Faux plafonds
- 24/04/13  prévoir une structure à souder en pied de charpente métallique des verrières
ASSISTANT MAITRISE D’OUVRAGE",['18-09-2013'],"[23, 24, 25, 26]","[161, 168, 176, 183]",21,MONTARON
transmettre plan de nivellement et une coupe sur le trop plein des noues des espaces vert côté RD.,['16-04-2014'],"[75, 76]","[657, 666]",7,MONTARON
"validation siphon de sol PVC 20x20 pour solarium, couleur sable
Matériaux de remblais du site",['22-01-2014'],"[39, 40]","[292, 301]",5,MONTARON
verrière RAL9010,['11-12-2013'],"[39, 40]","[292, 301]",3,MONTARON
"verrière RAL9010
Matériaux de remblais du site",['11-12-2013'],"[35, 36, 37]","[257, 265, 273]",5,MONTARON
visite pour repérage des sorties de bâtiment le 21/05/14 à 14h00,['07-05-2014'],"[53, 54]","[436, 445]",17,MONTARON
"voile dans local TA maintenu dito plans marché
Charpente métallique",['10-04-2013'],"[6, 16, 17, 18, 19, 20, 21]","[38, 109, 117, 125, 132, 140, 147]",6,MONTARON
"voile dans local TA maintenu dito plans marché
Gros Œuvre",['10-04-2013'],"[7, 8, 9, 10]","[45, 52, 59, 66]",6,MONTARON
"voile dans local TA maintenu dito plans marché
Gros Œuvre
Charpente métallique",['10-04-2013'],"[11, 12, 13, 14, 15]","[73, 80, 87, 94, 101]",6,MONTARON
voir CR spécifique du cabinet TESSON,"['02-09-2015', '09-09-2015', '16-09-2015', '23-09-2015', '30-09-2015']","[84, 85, 86, 87, 88]","[742, 752, 763, 772, 782]",6,MONTARON
voir avec SNEF pour prolonger les fourreaux devant pénétrer dans le TGBT,['07-10-2015'],"[90, 91]","[802, 818]",6,MONTARON
"voir pour ramener tous les réseaux EP sur un même regard façade est pour une
seule traversée du fossé vers le bassin EP
POINTS SPECIFIQUES
Polychromie",['17-04-2013'],[6],[41],8,MONTARON
"voir pour ramener tous les réseaux EP sur un même regard façade est pour une seule traversée du
fossé vers le bassin EP",['17-04-2013'],"[7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","[48, 55, 62, 69, 76, 83, 90, 97, 104, 112, 120, 128, 135, 144, 151, 158, 165, 172, 179, 187, 194, 201, 209, 216, 224, 232, 241, 248, 256, 265, 273, 282, 292, 301, 310, 319, 328, 337, 346, 355, 364]",4,MONTARON
"vérifier si doublon entre les lots VRD et GO pour les remblais périphériques en pied
de bâtiment",['11-09-2013'],[22],[158],16,MONTARON
"vérifier si doublon entre les lots VRD et GO pour les remblais périphériques en pied de bâtiment.
18/09/13 : remblais à réaliser par MONTARON",['11-09-2013'],"[23, 24]","[165, 172]",15,MONTARON
évacuer fiches et grillage orange,['03-06-2015'],[75],[657],11,MONTARON
évacuer les fers à béton de balisage des fouilles,['29-07-2015'],"[82, 83, 84, 85, 86]","[722, 732, 742, 752, 763]",6,MONTARON
"Carrelage Hall d'entrée: GRANITOGRE SERIE MARTE -  référence GRIGIO MAGGIA
30X30 finition Matt
AVANCEMENT – PLANIFICATION
Intempéries :
35 jours
1 jour (le 03/07/13 : pluie), 1 jour (le 18/09/13 : pluie), 1 jour (le 10/10/13 : pluie), 1 jour (le 23/10/13 : vent), 1 jour
(le 25/10/13 : vent), 2 jours (les 28 et 29/10/13), 3 jours (le 04/11/13 : vent, le 05/11/13 : pluie, le 06/11/13 : pluie +
vent), 2 jours (les 07 et 08/11/13 : pluie et vent), 1 jour (le 14/11/13 : vent), 1 jour (le 19/11/13 : pluie), 1 jour (le
21/11/13 : neige), 1 jour (le 03/12/13 : gel), 1 jour (le 11/12/13 : gel), 2 jours (les 12 et 13/12/13 : gel), 1 jour (le
06/01/14 : pluie), 3 jours (les 14, 15 et 16/01/14 : pluie), 1 jour (le 20/01/14 : pluie), 1 jour (le 27/01/14 : pluie et
vent), 1 jour (le 07/02/14 : vent), 1 jour (le 13/02/14 : pluie et vent), 3 jours (les 27, 28/02/14 et 03/03/14 : pluie), 1
jour (le 21/03/14 : pluie), 2 jours (les 12 et 13/05/14 : pluie), 1 jour (le 04/06/14 : pluie), 1 jour (le 10/06/14 : pluie)
Effectif :","['25-02-2015', '03-06-2015']","[62, 63, 65, 66, 67, 68, 69, 70, 71, 73, 74, 75, 76]","[516, 524, 540, 549, 558, 567, 576, 592, 603, 630, 646, 657, 667]",14,CRI
"Carrelage Hall d'entrée: GRANITOGRE SERIE MARTE -  référence GRIGIO MAGGIA 30X30
finition Matt",['25-02-2015'],"[64, 72, 75, 76, 77, 78, 79, 80, 81, 82, 87, 88, 89, 90, 91, 92, 97, 98]","[531, 619, 657, 667, 676, 685, 694, 703, 713, 723, 773, 783, 793, 803, 819, 830, 838, 847]",10,CRI
"Z1 à Z8 par SOGEA. Idem pour la Z11, Z12, Z15 à Z21 à charge SOGEA. Les Z9 et Z23 sont
à charge COEXIA
Synthèse",['17-04-2013'],"[22, 43, 44, 45, 46, 47, 48, 49, 49, 51]","[154, 323, 332, 341, 350, 359, 368, 377, 388, 406]",16,CRI
"Z13 et 14, pénétration dans bâtiment en point haut + attente au sol par SOGEA, descente
intérieure entre les 2 attentes par COEXIA. Il en va de même pour la Z10+Z24",['17-04-2013'],"[22, 43, 44, 45, 46, 47, 48, 49, 49, 51, 52, 53, 54, 54, 55, 56]","[154, 323, 332, 341, 350, 359, 368, 377, 388, 406, 422, 431, 440, 440, 449, 458]",13,CRI
"bande de vigilance autour des bassins en 30x30 TONDI BUDAPEST. 06/05/15 : bande po-
dotactile à 0,50m du bord du bassin. Coupe entre goulotte et bande podotactile",['25-06-2014'],"[71, 72, 73, 74, 75, 76]","[601, 615, 628, 642, 655, 664]",12,CRI
"bloc porte sauna blanc
AVANCEMENT –  PLANIFICATION
Intempéries :
35 jours
Voir détail sur CR 76.
Effectif :",['23-09-2015'],"[87, 88, 89, 90, 91]","[773, 783, 793, 803, 819]",12,CRI
"diffuser plan siphon et réseaux plages extérieurs à MONTARON pour le 20/09/13
Contrôle réservations en sous sol du 18/12/13
- Locaux TE / TA :
. vérifier si robinet de puisage dans socle casiers piscine
Contrôle réservations en RDC du 22/01/14
- valider VH local TGBT dans la porte du local
- vérifier alignement des réservations dans gradins
- vérifier alignement des réservations des trappes de lignes de nage
- manque toutes les réservations pour siphons de sol et caniveaux de la zone vestiaires sanitaires plon-
gée (plan non fourni)
Contrôle réservations de serrurerie du 22/01/14
- repères 4 et 6 : piochage si nécessaire lors de la pose
- repères 5 et 18 : reprise
- repère 8, 11 et 20 : vérification avec trait de niveau
- repère 10 : calfeutrement mortier après pose si nécessaire
Contrôle réservations en R+1 du 19/02/14
- vérifier alignement réservations sur coursive
- 2 réservations 300x300 à déplacer en hauteur sur coursive bassin ludique (soufflage canons de lu-
mière)
- vérifier alignement réservations au niveau terrasse technique zone plongée",['18-09-2013'],"[49, 49, 51]","[377, 388, 406]",29,CRI
"en bord de bassin le long des goulotte, prévoir un décaissé dans chape pour la
pose de la membrane d’étanchéité du bassin",['22-01-2014'],"[39, 40, 41, 42, 44, 45, 46, 47, 48, 49, 49, 51, 52, 53]","[290, 299, 308, 318, 335, 344, 353, 362, 371, 380, 394, 412, 424, 434]",7,CRI
"en façade est du bassin sportif, prolonger socle jusqu’entre les 2 grilles de ventilation
(réhaussement grille de ventilation) Sera réalisé semaine 21",['06-05-2015'],"[72, 73, 74]","[615, 628, 642]",21,CRI
"faire implantation des siphons de sol avec DR. 10/04/13 : faire plan d’implantation de si-
phons de sol en tenant compte des simplications vues ce jour avec DR",['27-03-2013'],"[5, 6, 7]","[34, 40, 47]",3,CRI
"manque 4 réservations en PH sous-sol pour siphon de sol dans sanitaires/douches
individuels
ASSISTANT MAITRISE D’OUVRAGE",['26-03-2014'],"[47, 48, 49]","[359, 368, 377]",41,CRI
"manque le plan de réservation siphons de sol et caniveau R+1. A diffuser pour le
04/12/13",['27-11-2013'],"[33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","[239, 247, 255, 264, 272, 281, 290, 299, 308, 318, 326, 335, 344, 353, 362, 371]",3,CRI
"manque le plan de réservation siphons de sol et caniveau R+1. A diffuser pour le 04/12/13.
09/04/14 : à produire pour le 16/04/14 pour implantation sur site le 16/04/14",['27-11-2013'],"[49, 49, 51, 52, 53]","[380, 394, 412, 424, 434]",4,CRI
"manque le plan de réservation siphons de sol et caniveau R+1. A diffuser pour le 04/12/13.
09/04/14 : à produire pour le 16/04/14 pour implantation sur site le 16/04/14. 14/05/14 : plan pour le
21/05/14. 21/05/14 : plan présenté, à diffuser",['27-11-2013'],"[55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 67, 68, 69, 70, 71, 72]","[451, 460, 469, 478, 487, 496, 505, 513, 521, 529, 537, 556, 564, 573, 587, 601, 615]",5,CRI
"nettoyage membrane étanchéité bassins inox avec décapant PVC (produit laissé par
A&T dans bassin ludique)",['03-06-2015'],"[75, 79]","[655, 691]",23,CRI
"plan complet de réservations pour le 24/05/13, avec priorité sur les zones remise
en forme et vestiaires",['30-04-2013'],"[8, 9, 10]","[54, 61, 68]",5,CRI
"préciser à VERITAS les mesures de protection contre la chute en bassin proposées
ce jour",['18-03-2015'],"[64, 65]","[529, 537]",16,CRI
"prévoir fermeture entre zone bassins et zone fosse de plongée en double épaisseur
de polyane",['23-09-2015'],"[87, 88]","[770, 780]",18,CRI
remettre la moquette de protection,['29-07-2015'],"[82, 83]","[720, 730]",16,CRI
"remettre protection au droit du bassin sportif. 04/06/14 : voir avec VERITAS mise en place
protection collective autour bassin en cours de pose carrelage",['21-05-2014'],"[57, 58, 59, 60, 61, 62, 63, 64, 65, 67]","[469, 478, 487, 496, 505, 513, 521, 529, 537, 556]",16,CRI
"reprendre alignement carrelage sur contre marche gradins pour alignement grille de venti-
lation. Non réalisé le 13/05/15",['06-05-2015'],"[72, 73, 74, 75, 76, 79, 80, 81, 82, 83, 84, 85]","[615, 628, 642, 655, 664, 691, 700, 710, 720, 730, 740, 750]",19,CRI
"réservation au droit coursive au-dessus local MNS à scier pour hauteur fini de
500mm en alignant les deux réservations
Réception support par CRI du 12/03/14
- effectuer enduit sur maçonnerie recouverte de faïence
- fosse de plongée, reprendre désaffleur entre les deux levées de coulage des bajoyers. Reste à vérifier la dimen-
sion en plan (∅ constant à vérifier sur la hauteur)",['09-04-2014'],"[49, 49, 51]","[377, 388, 406]",34,CRI
"réunion le 26/02/14 à 9h00 pour réception supports avec SOGEA. 26/02/14 : absence de
l’entreprise. Réunion reportée au 12/03/14 à 9h00. L’entreprise devra préparer cette réception
en effectuant une visite préalable et en recensant les problèmes éventuels",['22-01-2014'],"[43, 44]","[326, 335]",6,CRI
"suite à la réunion organisée par la Maîtrise d’Ouvrage le 03/11/15, un avenant de prolongation de délai
sera notifié aux entreprises avec pour date limite de livraison au 28/02/15.
Avancement :
Gros Oeuvre
- finition en cours
- couverture étanchéité : reste terrasse technique, membrane + contre bardage terrasse technique. En cours
- pose mur rideau reste finitions
- pose réseau désenfumage reste finitions
- reprise finitions gros œuvre fosse de plongée en cours
Menuiseries intérieures
- cloisonnement doublage remise en forme sur une 1
ère hauteur fait, reste une plaque sur 2
ème hauteur + enduit à ter-
miner RETARD
- ossature bardage acoustique en cours
Serrurerie
Ascenseurs
- pose ascenseur fosse plongée terminé ???
Carrelages
- carrelages hall bassins, reste finitions en cours
- gradins en cours
- carrelages remise en forme en cours
- étanchéité vestiaires (individuel et personnel) en cours
- carrelages vestiaires individuels en cours
- faïence en cours
- fosse de plongée en cours
Faux plafonds
- ossature toutes zones en cours
Peinture
- peinture toutes zones en attente avancement TCE
Traitement d’Air – Chauffage – Traitement d’Eau – Plomberie
- pose bouches de soufflage en cours
- plomberie en cours
- électricité en cours
Electricité
- câblage en cours
- toute électricité zone bassins sportif et activité fait, reste pose appareillage
- poste transfo posé, reste raccordement intérieur
VRD
- borduration parking en cours
- apport de terre en cours
Planification :
Gros Oeuvre
- reprise finition couverture à partir du 19/03/15. RETARD. Intervention à partir du 16/11/15. RETARD. Couvertines
fosse de plongée pour le 27/11/15
- terrasse technique pour le 11/12/15
- reprise solde pose membrane sur tipi à partir du 07/04/15. RETARD. Intervention à partir du 16/11/15. RETARD.
Pour le 27/11/15
Bassins inox
- en attente avancement carrelage
Menuiseries intérieures
- approvisionnement habillage stratifiés perforés du 08/06/15 au 31/07/15
- pose habillage stratifiés perforés à partir du 24/08/15
- pose panneaux acoustiques en lames bois à partir du 05/10/15
- mise en fabrication banque d’accueil. Pose à partir du 15/02/16
- pose signalétique à partir du 15/01/16
- pose porte semaine 1",['04-11-2015'],"[97, 98]","[839, 848]",60,CRI
"sur la plage courbe de la fosse de plongée côté bassin sportif, prévoir un point haut
dans l’axe et une pente de chaque côté avec évacuation en dehors de la coursive",['02-09-2015'],"[84, 85, 86, 87, 88, 89, 90, 92]","[740, 750, 760, 770, 780, 790, 800, 827]",19,CRI
"sur muret immergé du bassin ludique (contigu à la rampe d’accès), carrelage collé à
la colle polyuréthane",['25-03-2015'],"[65, 67, 71, 72, 73, 74, 75, 76, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 92]","[537, 556, 601, 615, 628, 642, 655, 664, 691, 700, 710, 720, 730, 740, 750, 760, 770, 780, 790, 800, 827]",19,CRI
"une réservation à décaler, implanter dans la charpente métallique
Réception support par CRI du 12/03/14
- fosse de plongée, reprendre désaffleur entre les deux levées de coulage des bajoyers. Reste à vérifier la dimen-
sion en plan (∅ constant à vérifier sur la hauteur)
Synthèse Toile tendue / Surveillance des baignades / Electricité du 18/02/15
- réservation pour caméras Poséidon 65x55cm, découpée in situ
- sur plan de calepinage toile tendue, faire implantation des caméras et des réservations pour le
27/02/15
- caméras en milieu de bassin à régler juste après pose de la toile
ASSISTANT MAITRISE D’OUVRAGE",['25-06-2014'],"[61, 62]","[503, 511]",17,CRI
"valider les plans de dalles alvéolaires avec les modifications apportées aux réserva-
tions pour évacuation de caniveau et siphons de sol",['05-09-2013'],"[21, 22, 23, 24]","[150, 157, 164, 170]",4,CRI
"valider les plans de dalles alvéolaires avec les modifications apportées aux réservations pour évacua-
tion de caniveau et siphons de sol. 02/10/13 : dalles alvéolaires livrées et posées sans retour de
l’entreprise. CRI devra s’adapter",['05-09-2013'],"[25, 26, 27]","[178, 185, 193]",5,CRI
"Carrelage Hall d'entrée: GRANITOGRE SERIE MARTE -  référence GRIGIO MAGGIA 30X30 finition
Matt
AVANCEMENT – PLANIFICATION
Intempéries :
35 jours
Voir détail sur CR 76.
Effectif :",['25-02-2015'],"[83, 84, 85, 86]","[733, 743, 753, 763]",11,CRI
"RETARD pris sur l’exécution des chapes, rendement très inférieur à la normale.
Renforcer immédiatement les effectifs sur ce poste",['02-09-2015'],[84],[740],16,CRI
SE1553 Vert Pistache de la Seigneurie,['03-06-2015'],"[78, 79, 80, 81, 82]","[685, 694, 703, 713, 723]",10,CRI
"SE1553 Vert Pistache de la Seigneurie
AVANCEMENT – PLANIFICATION
Intempéries :
35 jours
Voir détail sur CR 76.
Effectif :",['03-06-2015'],[77],[676],14,CRI
"TRESPA NA 15 Indian Tera Cotta
AVANCEMENT – PLANIFICATION
Intempéries :
35 jours
Voir détail sur CR 76.
Effectif :",['18-11-2015'],"[97, 98]","[838, 847]",9,CRI
URGENT fournir plan récapitulatif des réservations à reprendre,['25-03-2015'],[65],[537],20,CRI
"URGENT fournir plan récapitulatif des réservations à reprendre. 01/04/15 : point avec SOGEA début
semaine 15. 08/04/15 : rien reçu à ce jour. Dernier rappel pour le 15/04/15 dernier délai, après
percement à charge de l’entreprise",['25-03-2015'],[67],[556],20,CRI
URGENT poser les blocs portes des saunas,['09-09-2015'],[85],[749],3,CRI
URGENT terminer gradins + coursive,['14-10-2015'],[90],[800],22,CRI
"URGENT, terminer hall bassins sportif et activités pour le 02/10/15",['23-09-2015'],"[87, 88, 89, 90, 92, 98]","[770, 780, 790, 800, 827, 845]",16,CRI
"Z1 à Z8 par SOGEA. Idem pour la Z11, Z12, Z15 à Z21 à charge SOGEA. Les Z9 et Z23 sont à
charge COEXIA
Contrôle réservations en RDC du 22/01/14
- valider VH local TGBT dans la porte du local
- manque toutes les réservations pour siphons de sol et caniveaux de la zone vestiaires sanitaires plongée (plan
non fourni)
Contrôle réservations en R+1 du 19/02/14
- 2 réservations 300x300 à déplacer en hauteur sur coursive bassin ludique (soufflage canons de lumière)
- vérifier alignement réservations au niveau terrasse technique zone plongée",['17-04-2013'],"[54, 54, 55]","[440, 440, 449]",16,CRI
"Z1 à Z8 par SOGEA. Idem pour la Z11, Z12, Z15 à Z21 à charge SOGEA. Les Z9 et Z23 sont à
charge COEXIA
Contrôle réservations en RDC du 22/01/14
- valider VH local TGBT dans la porte du local
- manque toutes les réservations pour siphons de sol et caniveaux de la zone vestiaires sanitaires plongée (plan
non fourni)
Contrôle réservations en R+1 du 19/02/14
- 2 réservations 300x300 à déplacer en hauteur sur coursive bassin ludique (soufflage canons de lumière)
- vérifier alignement réservations au niveau terrasse technique zone plongée
Réception support par CRI du 12/03/14
- fosse de plongée, reprendre désaffleur entre les deux levées de coulage des bajoyers. Reste à vérifier la dimen-
sion en plan (∅ constant à vérifier sur la hauteur)
ASSISTANT MAITRISE D’OUVRAGE",['17-04-2013'],[56],[458],18,CRI
"Z1 à Z8 par SOGEA. Idem pour la Z11, Z12, Z15 à Z21 à charge SOGEA. Les Z9 et Z23 sont à
charge COEXIA
Contrôle réservations en sous sol du 18/12/13
- Locaux TE / TA :
. vérifier si robinet de puisage dans socle casiers piscine
Contrôle réservations en RDC du 22/01/14
- valider VH local TGBT dans la porte du local
- manque toutes les réservations pour siphons de sol et caniveaux de la zone vestiaires sanitaires plongée (plan
non fourni)
Contrôle réservations en R+1 du 19/02/14
- 2 réservations 300x300 à déplacer en hauteur sur coursive bassin ludique (soufflage canons de lumière)
- vérifier alignement réservations au niveau terrasse technique zone plongée",['17-04-2013'],"[52, 53]","[422, 431]",18,CRI
"Z11, regard en pied de chute à confirmer",['17-04-2013'],"[22, 43, 44, 45, 46, 47, 48, 49, 49, 51, 52, 53, 54, 54, 55, 56]","[154, 323, 332, 341, 350, 359, 368, 377, 388, 406, 422, 431, 440, 440, 449, 458]",10,CRI
accès condamné au hall bassins sportif et activité dès le 24/09/15,['23-09-2015'],[87],[770],18,CRI
"après coulage chape liquide, donner ordre à MQB pour mise en chauffe plancher
chauffant zone concernée",['03-06-2015'],[75],[655],22,CRI
assurer le calfeutrement coupe feu entre la zone vestiaires et la zone sanitaires/douches,['26-03-2014'],[54],[441],26,CRI
"attention avant réaliser chape autour pataugeoire, EAS doit poser platine de l’alligator. 21/05/14 : li-
vraison semaine 23",['14-05-2014'],"[56, 57, 58]","[460, 469, 478]",15,CRI
"bain chaud, bain froid, hall d’entrée + coursive",['07-05-2014'],"[63, 64, 65, 66, 67]","[524, 531, 540, 549, 558]",2,CRI
bande de vigilance autour des bassins en 30x30 TONDI BUDAPEST,['25-06-2014'],"[60, 61, 62, 63, 64, 65, 67]","[496, 505, 513, 521, 529, 537, 556]",13,CRI
bloc porte sauna blanc,['23-09-2015'],[92],[830],4,CRI
bruine LOTUS 10 couleur bleu,['18-06-2014'],"[62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 97, 98]","[516, 524, 531, 540, 549, 558, 567, 576, 592, 603, 619, 630, 646, 657, 667, 676, 685, 694, 703, 713, 723, 733, 743, 753, 763, 773, 783, 793, 803, 819, 830, 838, 847]",1,CRI
"choix teintes 1070 Blanc pour les plages, 7035 Gris clair pour les pédiluves",['04-06-2014'],"[63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87]","[524, 531, 540, 549, 558, 567, 576, 592, 603, 619, 630, 646, 657, 667, 676, 685, 694, 703, 713, 723, 733, 743, 753, 763, 773]",3,CRI
communiquer plan échafaudage à DIRECCTE avant pose,['22-04-2015'],"[71, 72, 73, 74, 75, 76]","[601, 615, 628, 642, 655, 664]",16,CRI
compléter les protections sur l’ensemble des zones carrelées,['17-06-2015'],[80],[700],17,CRI
compléter protections collectives fosse de plongée (plinthe + hauteur de lisse),['08-04-2015'],[67],[554],10,CRI
confirmer la hauteur de plinthe au droit des socles sous casiers,['17-07-2013'],"[19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30]","[134, 143, 150, 157, 164, 170, 178, 185, 193, 200, 208, 215]",2,CRI
confirmer la réservation en tête de bassin de plongée (réservation pour goulotte),['19-06-2013'],[15],[103],3,CRI
confirmer le niveau de portance des remblais sous dallage,['18-12-2013'],[55],[451],3,CRI
confirmer réservation pour bain chaud et froid,['11-12-2013'],"[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 49, 51, 52, 53, 54, 55, 56, 57]","[255, 264, 272, 281, 290, 299, 308, 318, 326, 335, 344, 353, 362, 371, 380, 394, 412, 424, 434, 442, 451, 460, 469]",3,CRI
confirmer à DRD la commande des carrelages,['09-04-2014'],"[49, 49]","[380, 394]",13,CRI
"confirmer à DRD la commande des carrelages
-23/04/14 : Livraison des carrelages troisième semaine de mai 2014. L’entreprise est arrivée sur
site le 23/04/14. Transmettre la déclaration de sous-traitance du monteur d’échafaudage.",['09-04-2014'],[51],[412],15,CRI
"diffuser plan siphon et réseaux plages extérieurs à MONTARON pour le 20/09/13
Contrôle réservations en sous sol du 18/12/13
- Déboucher toutes les réservations
- Locaux TE / TA :
. 2 ventilations de bac tampon fosse de plongée à carotter
. 3 pièces à sceller bac tampon plongée à carotter : plan précis à fournir par EAS
. manque 4 réservations en PH pour COEXIA : plan précis à fournir par COEXIA
. manque 1 réservation COEXIA en voile cour anglaise
. vérifier si robinet de puisage dans socle casiers piscine
. vérifier siphon + évacuation sanitaires entrée et sanitaires douches piscine : confirmer nature des réseaux à pas-
ser par COEXIA
- Galeries techniques :
. voile à proximité local technique ludique à vérifier
. manque 1 réservation SNEF à proximité du local technique ludique
. manque 1 réservation COEXIA en voile infrastructure à côté du bassin d’apprentissage
. manque 3 réservations COEXIA à côté des bacs tampon
. vérifier possibilité de descendre réseau EU plages sous poutres autour du bassin d’activités (AI poutre à – 0.58
sauf une poutre à – 0.63)
. prévoir un gabarit pour vérification réservation grille de soufflage au sol
Contrôle réservations en RDC du 22/01/14
- manque 1∅200 dans local stockage univers petite enfance
- manque 1 réservation 20x40ht au droit douches à jets
- reprendre alignement 3 réservations rectangulaires dans salle fitness
- vérifier 2 réservations dans sanitaires publics
- vérifier 1 réservation dans local entretien vestiaires
- manque 1 réservation 35x35 en dalle haute du TGBT
- valider VH local TGBT dans la porte du local
- réservation à déboucher dans local compresseur
- réservation à déboucher dans local déchetterie
- 2 réservations à déboucher dans local espaces verts
- manque 1 réservation + 1 réservation à reprendre dans local technique plongée
- 2 réservations à déboucher dans local musculation
- manque 3 réservations dans chaufferie
- vérifier alignement des réservations dans gradins
- vérifier alignement des réservations des trappes de lignes de nage
- fournir gabarit pour vérification des réservations pour grille de sol sur plages
- manque toutes les réservations pour siphons de sol et caniveaux de la zone vestiaires sanitaires plongée (plan
non fourni)",['18-09-2013'],"[43, 44, 45]","[323, 332, 341]",47,CRI
"diffuser plan siphon et réseaux plages extérieurs à MONTARON pour le 20/09/13
Contrôle réservations en sous sol du 18/12/13
- Locaux TE / TA :
. 3 pièces à sceller bac tampon plongée à carotter : plan précis à fournir par EAS
. vérifier si robinet de puisage dans socle casiers piscine
- Galeries techniques :
. voile à proximité local technique ludique à vérifier
. manque 1 réservation SNEF à proximité du local technique ludique
. prévoir un gabarit pour vérification réservation grille de soufflage au sol
Contrôle réservations en RDC du 22/01/14
- manque 1∅200 dans local stockage univers petite enfance
- manque 1 réservation 20x40ht au droit douches à jets
- reprendre alignement 3 réservations rectangulaires dans salle fitness
- vérifier 2 réservations dans sanitaires publics
- vérifier 1 réservation dans local entretien vestiaires
- manque 1 réservation 35x35 en dalle haute du TGBT
- valider VH local TGBT dans la porte du local
- réservation à déboucher dans local compresseur
- réservation à déboucher dans local déchetterie
- 2 réservations à déboucher dans local espaces verts
- manque 1 réservation + 1 réservation à reprendre dans local technique plongée
- 2 réservations à déboucher dans local musculation
- manque 3 réservations dans chaufferie
- vérifier alignement des réservations dans gradins
- vérifier alignement des réservations des trappes de lignes de nage
- fournir gabarit pour vérification des réservations pour grille de sol sur plages
- manque toutes les réservations pour siphons de sol et caniveaux de la zone vestiaires sanitaires plongée (plan
non fourni)
Contrôle réservations de serrurerie du 22/01/14
- repères 4 et 6 : piochage si nécessaire lors de la pose
- repères 5 et 18 : reprise
- repère 8, 11 et 20 : vérification avec trait de niveau
- repère 10 : calfeutrement mortier après pose si nécessaire
Contrôle bassins ludique et apprentissage du 22/01/14
- piochage si nécessaire lors de la pose des panneaux verticaux
Contrôle bassin sportif et rivière du 03/02/14
- piochage si nécessaire lors de la pose des panneaux verticaux du bassin sportif.19/03/14 : fait par A&T
- fond de goulotte bassin sportif à rehausser. 19/03/14 : compenser par pièces métalliques par A&T",['18-09-2013'],[46],[350],47,CRI
