cell,dates,nums_cr,pages_table_start,line_order,title
reprise des fonds de bassins à définir avec A&T et DRD,['18-03-2015'],"[64, 65, 66, 67, 68, 69, 71, 72, 73, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84]","[528, 536, 545, 554, 563, 572, 599, 611, 626, 653, 663, 672, 681, 690, 699, 709, 719, 729, 739]",35,SOGEA
"reprise des fonds de bassins à définir avec A&T et DRD. 09/09/15 : les fonds doivent être lisse sans
trous ni bosses. Pas de ponçage ni balayage. A finaliser pour le 05/10/15. 07/10/15 : bassin d’activités vali-
dé, bassin sportif à terminer de reprendre pour le 09/10/15",['18-03-2015'],[89],[789],11,SOGEA
"reprise sur hall bassin ludique, réservation de grille à prévoir 1700x700mm entre
files 6 et 7, 8et 9 et 10 et 11
Charpente LC / Faux plafonds
- 24/04/13  prévoir une structure à souder en pied de charpente métallique des verrières
Réservations en phase réalisation",['16-10-2013'],[27],[191],19,SOGEA
"reprise sur hall bassin ludique, réservation de grille à prévoir 1700x700mm entre files 6 et 7, 8 et 9 et
10 et 11",['16-10-2013'],"[28, 29, 30, 31, 32, 33]","[198, 206, 213, 221, 229, 237]",16,SOGEA
"reste 2 sorties toiture à réaliser (1 SNEF terrasse technique plongée). 04/06/14 : plan SNEF fourni.
25/06/14 : programmé les 26 et 27/06/14",['28-05-2014'],"[62, 63, 64, 65, 66]","[512, 520, 528, 536, 545]",16,SOGEA
"reste 2 sorties toiture à réaliser (1 SNEF terrasse technique plongée, 1 MQB ham-
mam)",['28-05-2014'],[56],[459],36,SOGEA
"reste 2 sorties toiture à réaliser (1 SNEF terrasse technique plongée, 1 MQB hammam). 04/06/14 :
plan SNEF fourni",['28-05-2014'],"[57, 58]","[468, 477]",34,SOGEA
"reste 2 sorties toiture à réaliser (1 SNEF terrasse technique plongée, 1 MQB hammam). 04/06/14 :
plan SNEF fourni. 18/06/14 : MQB fera un percement pour le repérage d’implantation",['28-05-2014'],[59],[486],19,SOGEA
"reste 2 sorties toiture à réaliser (1 SNEF terrasse technique plongée, 1 MQB hammam). 04/06/14 :
plan SNEF fourni. 25/06/14 : programmé les 26 et 27/06/14",['28-05-2014'],"[60, 61]","[495, 504]",16,SOGEA
retour de quai sur bassin d’apprentissage ? à supprimer,['18-06-2014'],[59],[486],28,SOGEA
"retourner contreventement charpente métallique des canons de lumière pour per-
mettre pose habillage bois",['24-06-2015'],[78],[681],51,SOGEA
"revoir les délais de fabrication des toiles pour revoir le détail de l’intervention. 06/11/13 : 2,5 semaines,
en 3 phases
Intempéries :
19 jours
1 jour (le 03/07/13 : pluie), 1 jour (le 18/09/13 : pluie), 1 jour (le 10/10/13 : pluie), 1 jour (le 23/10/13 : vent), 1 jour
(le 25/10/13 : vent), 2 jours (les 28 et 29/10/13), 3 jours (le 04/11/13 : vent, le 05/11/13 : pluie, le 06/11/13 : pluie +
vent), 2 jours (les 07 et 08/11/13 : pluie et vent), 1 jour (le 14/11/13 : vent), 1 jour (le 19/11/13 : pluie), 1 jour (le
21/11/13 : neige), 1 jour (le 03/12/13 : gel), 1 jour (le 11/12/13 : gel), 2 jours (les 12 et 13/12/13 : gel)
Effectif :",['23-10-2013'],[36],[266],9,SOGEA
revoir les nombres de marche et développer d’escaliers,['20-03-2013'],[3],[20],3,SOGEA
revoir l’implantation des siphons de sol des plages extérieures,['27-03-2013'],[3],[20],6,SOGEA
revoir planimétrie vestiaires MNS + vestiaires étage avant pose plancher chauffant,['18-02-2015'],"[61, 62, 63, 64, 65, 66]","[504, 512, 520, 528, 536, 545]",30,SOGEA
réaliser maçonnerie au droit pédiluves remise en forme,['28-05-2014'],[56],[459],33,SOGEA
réaliser relevé sur la coursive en périphérie de dalle au droit du local MNS,['15-01-2014'],"[39, 40]","[289, 298]",35,SOGEA
réception bâtis de porte / maçonnerie le 23/09/15 à 11h30,['16-09-2015'],[86],[759],41,SOGEA
réception support avec SAE le 08/04/15 à 9h00,['11-03-2015'],[63],[520],29,SOGEA
réception support avec SAE le 08/04/15 à 9h00. 18/03/15 : reportée à 10h00,['11-03-2015'],"[64, 65]","[528, 536]",27,SOGEA
réponse SOGEA fob15 : réservation 10x10x5 demandée par LMP. A voir,['07-05-2013'],"[20, 21]","[141, 148]",2,SOGEA
"réservation au droit coursive au-dessus local MNS à scier pour hauteur fini de 500mm en alignant les
deux réservations
Réception support par CRI du 12/03/14
- fosse de plongée, reprendre désaffleur entre les deux levées de coulage des bajoyers. Reste à vérifier la dimen-
sion en plan (∅ constant à vérifier sur la hauteur)
ASSISTANT MAITRISE D’OUVRAGE",['09-04-2014'],"[52, 53, 54, 55]","[422, 431, 440, 449]",23,SOGEA
"réservation au droit des pédiluve 160mm
Descentes EP",['19-06-2013'],[22],[154],9,SOGEA
réservation de dalle plages 120mm et reste du bâtiment 70mm,['10-04-2013'],[22],[154],7,SOGEA
réservation pour bains chaud et froid 5mm annoncé par CRI,['11-06-2014'],"[58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75]","[477, 486, 495, 504, 512, 520, 528, 536, 545, 554, 563, 572, 584, 599, 611, 626, 638, 653]",25,SOGEA
"réservations soufflage au sol au droit châssis entre hall bassins et hall d’entrée à
piocher sur la hauteur pour permettre mise en place des boites de soufflage",['18-06-2014'],[59],[486],30,SOGEA
"réunion de coordination le 22/01/14 à 14h
Fin du compte rendu
Frédéric MALO
DUVAL RAYNAL SARL d’Architecture",['08-01-2014'],[37],[275],16,SOGEA
"réunion de mise au point des diverses sorties bâtiment à reprendre par le VRD le
20/11/13 à 14h00
ASSISTANT MAITRISE D’OUVRAGE",['13-11-2013'],[31],[221],24,SOGEA
réunion le 05/02/14 à 9h00 pour point et définition reprise de réservations R+1,['22-01-2014'],[39],[289],38,SOGEA
"réunion le 05/02/14 à 9h00 pour point et définition reprise de réservations R+1. 29/01/14 : réunion
décalée au 19/02/14 à 9h00",['22-01-2014'],"[40, 41]","[298, 307]",39,SOGEA
réunion le 26/02/14 à 9h00 pour réception supports avec CRI,['22-01-2014'],"[39, 40, 41, 42]","[289, 298, 307, 316]",37,SOGEA
"sceller les pièces de refoulement en fond de bains chaud et froid (calé en sous face
de dalle)",['29-07-2015'],[82],[719],44,SOGEA
socle poteau LC sur plage entre pataugeoire et bassin ludique à recouper,['01-04-2015'],[68],[563],34,SOGEA
"socle poteau LC sur plage entre pataugeoire et bassin ludique à recouper. 22/04/15 : découpe
impossible structurellement, massif à uniformiser en dimension pour axer le poteau LC",['01-04-2015'],[69],[572],34,SOGEA
"suite au déplacement du bac tempon de la fosse de plongée, agrandissement de la
salle de musculation
Charpente métallique",['27-03-2013'],[3],[20],7,SOGEA
"suite réunion CISSCT, compléter coffrets électriques + éclairage circulation selon
principe défini avec MQB et SNEF",['08-04-2015'],[67],[554],9,SOGEA
"suite réunion CISSCT, rappel du port obligatoire des EPI par toute personne sur le chantier",['03-07-2013'],"[55, 56, 57, 58, 67]","[450, 459, 468, 477, 554]",3,SOGEA
"suppression des garde corps vitrés en partie haute des gradins et en pieds d’enrochement côté bas-
sin d’activités mai en conservant portillon vitré donnant sous l’enrochement",['08-01-2014'],[64],[530],3,SOGEA
suppression des gravillons sur les zones stériles des toitures végétalisées,['30-04-2013'],"[13, 14, 15, 16, 17, 18]","[88, 95, 102, 110, 118, 126]",19,SOGEA
"sur accès accueil plongée, faire un relevé béton sur l’emprise de l’ossature métallique pour éviter pé-
nétration eau",['01-04-2015'],"[68, 69, 71]","[563, 572, 599]",32,SOGEA
"sur portes accès groupe + personnel, prévoir gâche électrique 12V continu émission ou rupture",['19-03-2014'],"[52, 54, 55, 56, 57, 58]","[423, 441, 450, 459, 468, 477]",23,SOGEA
"surbots sanitaires hauteur +0,07/0,00. 19/02/14 : les surbots seront tracés sur site par DRD",['22-01-2014'],"[42, 43, 44, 45]","[316, 325, 334, 343]",32,SOGEA
surbots à terminer au R+1,['25-06-2014'],"[60, 61, 62, 63, 64, 65, 66]","[495, 504, 512, 520, 528, 536, 545]",32,SOGEA
"synthèse RDC, R+1 et toiture le 10/09/13. Diffusion plan de réservations pour le 13/09/13
Charpente LC / Faux plafonds
- 24/04/13  prévoir une structure à souder en pied de charpente métallique des verrières
ASSISTANT MAITRISE D’OUVRAGE",['05-09-2013'],[22],[154],20,SOGEA
"synthèse RDC, R+1 et toiture le 10/09/13. Diffusion plan de réservations pour le 13/09/13.
18/09/13 : plan présenté validé à compléter avec réservation pour bain chaud pour le 20/09/13",['05-09-2013'],[23],[161],15,SOGEA
tapée menuiserie alu sur vestiaires avec FOAMGLAS à prévoir en 130mm,['10-07-2013'],[25],[177],30,SOGEA
"tapée menuiserie alu sur vestiaires avec FOAMGLAS à prévoir en 130mm. 09/10/13 : tapé à prévoir
en 120mm pour tous les isolants en doublage façade",['10-07-2013'],"[27, 28]","[192, 199]",26,SOGEA
terminer finitions sur béquet coursive,['22-07-2015'],"[81, 82]","[709, 719]",46,SOGEA
terminer quai/jardinière bassin ludique au droit de la sortie pédiluve,['09-12-2015'],[98],[844],41,SOGEA
"terminer reprise béton au droit des préscellements de la charpente métallique : de nombreuses zones
restent à traiter (aciers apparents, écarteurs apparents, béton éclaté)",['12-03-2014'],[46],[352],42,SOGEA
terminer reprise pataugeoire,['07-05-2014'],[55],[450],33,SOGEA
"terminer toutes les reprises de béton avant réception de support. 14/05/14 : réception support faite
avec SAE et DRD sauf zone plongée et façade. Reprise à terminer pour le 04/06/14. 21/05/14 : en cours.
28/05/14 : réception reportée au 11/06/14 à 9h30",['07-05-2014'],"[56, 57]","[459, 468]",26,SOGEA
transmettre plan CRI des siphons de sol à COEXIA,['18-09-2013'],"[27, 28, 29, 30, 31, 32, 33]","[191, 198, 206, 213, 221, 229, 237]",14,SOGEA
"transmettre plan CRI des siphons de sol à COEXIA
Charpente LC / Faux plafonds
- 24/04/13  prévoir une structure à souder en pied de charpente métallique des verrières
ASSISTANT MAITRISE D’OUVRAGE",['18-09-2013'],"[23, 24, 25, 26]","[161, 168, 176, 183]",21,SOGEA
treillis soudés affleurant voire hors dalle sur zone vestiaires,['02-10-2013'],"[32, 34]","[230, 246]",30,SOGEA
"une réservation à décaler, implanter dans la charpente métallique
Réception support par CRI du 12/03/14
- fosse de plongée, reprendre désaffleur entre les deux levées de coulage des bajoyers. Reste à vérifier la dimen-
sion en plan (∅ constant à vérifier sur la hauteur)
ASSISTANT MAITRISE D’OUVRAGE",['25-06-2014'],[60],[494],12,SOGEA
"une réservation à décaler, implanter dans la charpente métallique
Réception support par CRI du 12/03/14
- fosse de plongée, reprendre désaffleur entre les deux levées de coulage des bajoyers. Reste à vérifier la dimen-
sion en plan (∅ constant à vérifier sur la hauteur)
Synthèse Toile tendue / Surveillance des baignades / Electricité du 18/02/15
- réservation pour caméras Poséidon 65x55cm, découpée in situ
- caméras en milieu de bassin à régler juste après pose de la toile
ASSISTANT MAITRISE D’OUVRAGE",['25-06-2014'],"[63, 64, 65, 66, 67]","[519, 527, 535, 544, 553]",15,SOGEA
"validation siphon de sol PVC 20x20 pour solarium, couleur sable",['22-01-2014'],"[44, 45, 52, 63, 65]","[337, 346, 427, 523, 539]",3,SOGEA
"validation siphon de sol PVC 20x20 pour solarium, couleur sable
AVANCEMENT –  PLANIFICATION
Intempéries :
31 jours
1 jour (le 03/07/13 : pluie), 1 jour (le 18/09/13 : pluie), 1 jour (le 10/10/13 : pluie), 1 jour (le 23/10/13 :
vent), 1 jour (le 25/10/13 : vent), 2 jours (les 28 et 29/10/13), 3 jours (le 04/11/13 : vent, le 05/11/13 :",['22-01-2014'],[51],[416],8,SOGEA
"validation siphon de sol PVC 20x20 pour solarium, couleur sable
Matériaux de remblais du site",['22-01-2014'],"[39, 40, 41, 42, 43]","[292, 301, 310, 319, 328]",5,SOGEA
"valider avec SDIS le classement du bâtiment en type X uniquement compte tenu de l’option retenue
remplaçant la salle de réunion par la fosse de plongée",['22-05-2013'],[29],[207],2,SOGEA
"valider la possibilité d’installer pompes nage à contre courant + cascade de la rivière à
bouées dans la galerie technique (puissance maxi = 2x3kW). 26/03/14 : formaliser l’accord par une
fiche visa",['19-03-2014'],[70],[583],3,SOGEA
valider les débits et sections des EP en vue d’une synthèse avec plombier,['27-03-2013'],"[3, 4, 5]","[21, 27, 33]",10,SOGEA
"veiller à la bonne pose et la continuité de la bande kraft sur les trapèzes isolant posés en fond d’onde
de bacs de couverture",['19-02-2014'],"[43, 44]","[325, 334]",48,SOGEA
verrière RAL9010,['11-12-2013'],"[38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 49, 51, 52]","[282, 292, 301, 310, 319, 328, 337, 346, 356, 364, 373, 382, 398, 416, 427]",2,SOGEA
"verrière RAL9010
Matériaux de remblais du site",['11-12-2013'],"[35, 36, 37]","[257, 265, 273]",5,SOGEA
"vider et nettoyer fosse de plongée après pose verrière. 25/06/14 : terminer en aspirant le rési-
duel
-11/06/14 : mettre DEP provisoires en façade nord pour évacuer les EP qui coulent dans le plafonds de revers ac-
tuellement",['11-06-2014'],[60],[495],26,SOGEA
visite de validation des reprises de finitions béton le 19/03/14 à 9h00,['19-02-2013'],[45],[343],43,SOGEA
"visite de validation des reprises de finitions béton le 19/03/14 à 9h00. 19/03/14 : vu ce jour les
reprises, à effectuer zone par zone pour validation chaque semaine en 4 zones",['19-02-2013'],[46],[352],35,SOGEA
"voile dans local TA maintenu dito plans marché
Charpente métallique",['10-04-2013'],"[5, 6, 16, 17, 18, 19, 20, 21]","[32, 38, 109, 117, 125, 132, 140, 147]",6,SOGEA
"voile dans local TA maintenu dito plans marché
Gros Œuvre",['10-04-2013'],"[7, 8, 9, 10]","[45, 52, 59, 66]",6,SOGEA
"voile dans local TA maintenu dito plans marché
Gros Œuvre
Charpente métallique",['10-04-2013'],"[11, 12, 13, 14, 15]","[73, 80, 87, 94, 101]",6,SOGEA
"voile galerie technique sous hall d’entrée à décaler de 1,70m dans le terre plein
(décalé initialement de 1,20m)
Charpente métallique",['03-04-2013'],[4],[26],7,SOGEA
voir CR spécifique sur prestations restant à exécuter,['25-02-2015'],"[62, 63, 64, 65, 66, 67]","[512, 520, 528, 536, 545, 554]",31,SOGEA
voir pour cristallisation des carneaux de ventilation et nécessité des cuvettes d’ascenseurs,['20-03-2013'],[3],[20],4,SOGEA
voir pour déboucher fourreaux débouchant dans le TGBT conjointement avec SNEF,['28-05-2014'],"[56, 57]","[459, 468]",34,SOGEA
voir pour mettre éclairage provisoire dans les circulations en concertation avec SNEF,['04-11-2015'],"[98, 99]","[844, 853]",27,SOGEA
voir proposition technique constructive pour passage gaine dans VS hall d’entrée,['06-03-2013'],[1],[10],6,SOGEA
"voir réservation manquant pour porte accès terrasse basse depuis local CTA remise
en forme",['29-01-2014'],[40],[298],44,SOGEA
"voir réservation manquant pour porte accès terrasse basse depuis local CTA remise en forme.
12/02/14 : voir avec BET possibilité de sciage 2x1m",['29-01-2014'],[41],[307],39,SOGEA
"voir réservation manquant pour porte accès terrasse basse depuis local CTA remise en forme.
12/02/14 : voir avec BET possibilité de sciage 2x1m. 26/02/14 : impossibilité",['29-01-2014'],[43],[325],36,SOGEA
"vor avec sous-traitant charpente métallique la prise en charge de la réfection de la
rivière à bouées. De la limaille de fer due aux découpes de la charpente métallique a dégradé le
revêtement de la rivière",['07-10-2015'],[89],[789],43,SOGEA
vérifier attendus du permis de construire sur les demandes du SDIS,['24-03-2014'],[7],[46],4,SOGEA
vérifier la problématique soulevé par SOGEA de sas sur palier intermédiaire de l’escalier hélicoïdal,['20-03-2013'],[3],[20],2,SOGEA
vérifier le PPSPS de NFC pour la pose de la membrane perforée,['29-07-2015'],[82],[719],43,SOGEA
vérifier le coefficient d’absorption solaire du triple vitrage et fournir un échantillon,['27-03-2013'],"[3, 4, 5]","[21, 27, 33]",20,SOGEA
"vérifier le coefficient d’absorption solaire du triple vitrage et fournir un échantillon. 17/04/13 : échan-
tillon remis ce jour, coefficient d’absorption solaire de 20",['27-03-2013'],[6],[39],15,SOGEA
vérifier les plans de socles fournis par NAVIC pour les casiers,['24-07-2013'],[20],[141],11,SOGEA
"vérifier les plans de socles fournis par NAVIC pour les casiers. 05/09/13 : recalage des plans ar-
chitecte en cours",['24-07-2013'],[21],[148],11,SOGEA
vérifier réservation pour évacuation pédiluve remise en forme,['04-06-2014'],[57],[468],40,SOGEA
"vérifier si doublon entre les lots VRD et GO pour les remblais périphériques en pied
de bâtiment",['11-09-2013'],[22],[158],16,SOGEA
"vérifier si doublon entre les lots VRD et GO pour les remblais périphériques en pied de bâtiment.
18/09/13 : remblais à réaliser par MONTARON",['11-09-2013'],"[23, 24]","[165, 172]",15,SOGEA
"à ce jour SOGEA a pris en compte toutes les demandes de réservations oubliées ou com-
plémentaires. Plus aucune ne sera prise en compte. Une campagne de carottages est programmée.",['22-04-2015'],"[70, 72, 74]","[582, 609, 636]",6,SOGEA
"à ce jour SOGEA a pris en compte toutes les demandes de réservations oubliées ou complémen-
taires. Plus aucune ne sera prise en compte. Une campagne de carottages est programmée. DRD et SOGEA fe-
ront une synthèse entre les réservations oubliées ou mal positionnées et les demandes complémentaires. A
compter de ce jour, toute demande sera à charge de l’entreprise requérante
Réception support par CRI du 12/03/14
- fosse de plongée, reprendre désaffleur entre les deux levées de coulage des bajoyers. Reste à vérifier la dimen-
sion en plan (∅ constant à vérifier sur la hauteur)",['22-04-2015'],[75],[652],9,SOGEA
"à partir du 19/05/14, responsables fermeture bâtiment sont EAS pour le sous-sol et CRI pour le RDC",['14-05-2014'],"[55, 56, 57, 58, 67]","[450, 459, 468, 477, 554]",9,SOGEA
étudier entraxe réservations pour pose garde corps sur limons passerelle,['18-03-2015'],[64],[530],8,SOGEA
évacuer chutes d’isolant de plancher chauffant déversés au droit du local technique plongée,['03-06-2015'],"[76, 77, 78, 79, 80, 81, 82, 83]","[663, 672, 681, 690, 699, 709, 719, 729]",45,SOGEA
évacuer gravats en fond de fosse de plongée en concertation avec CRI,['09-12-2015'],[98],[844],42,SOGEA
évacuer gravats en fond de fosse de plongée en concertation avec CRI. 16/12/15 : semaine 52,['09-12-2015'],[99],[853],30,SOGEA
ôter cale de bois sous prédalle bassin d’activités,['11-06-2014'],[58],[477],31,SOGEA
"DR rappelle que le projet de giratoire pour accès au centre aquatique diffusé par
CG59 ne correspond pas aux conclusions de la réunion du 16/10/13 et surtout remet en cause
tout l’aménagement extérieur du centre aquatique notamment le parking qui doit être redessiné
et toute la structure réalisée en 03/13 est à reprendre",['26-11-2013'],"[33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]","[237, 245, 253, 262, 270, 279, 288, 297, 306, 315, 324, 333]",8,AMVS
"DR rappelle que le projet de giratoire pour accès au centre aquatique diffusé par CG59 ne correspond
pas aux conclusions de la réunion du 16/10/13 et surtout remet en cause tout l’aménagement extérieur du centre
aquatique notamment le parking qui doit être redessiné et toute la structure réalisée en 03/13 est à reprendre.
12/03/14 : rdv avec CG59 le 18/03/14. 19/03/14 : en attente CR du CG59, rond point figé sans tenir
compte du projet du parking déjà réalisé",['26-11-2013'],"[46, 47, 48]","[351, 359, 368]",7,AMVS
"MONTARON informe et fait constater qu’un réseau d’assainissement EU existant est
présent sur la parcelle et oblige à décaler les murs de soutènement vers la Sambre. Sur la base
du plan de recollement qui sera fourni par l’entreprise, prévoir une modification du plan parcel-
laire et du titre de propriété",['02-04-2014'],"[48, 49, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 98, 99]","[368, 377, 389, 407, 422, 431, 440, 449, 458, 467, 476, 485, 494, 503, 511, 519, 527, 535, 544, 553, 562, 571, 582, 598, 609, 625, 636, 652, 662, 671, 680, 689, 698, 708, 718, 728, 738, 748, 758, 768, 778, 788, 798, 809, 825, 843, 852]",14,AMVS
"SOGEA et on sous-traitant MENARD sont à disposition pour réunion publique avant
réalisation du compactage dynamique. A organiser avant le 29/04/13
ASSISTANT MAITRISE D’OUVRAGE",['27-03-2013'],"[3, 4]","[20, 26]",8,AMVS
"confirmer l’aménagement accès piéton depuis le RD et prévoir accès VL au transfo
EDF",['17-06-2015'],"[77, 78, 79, 80]","[671, 680, 689, 698]",10,AMVS
"la MOE informe que le niveau TN après dépollution est plus bas que le niveau DCE. Cette
différence altimétrique a été relevée par des points géomètre. Ce constat nécessite un volume de rem-
blai supérieur à celui des matériaux disponible sur le site. L’entreprise fera une nouvelle proposition
pour traiter les eaux pluviales de ruissellement des espaces verts sur la parcelle afin de minimiser le vo-
lume de remblai en apport",['02-04-2014'],"[49, 49, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92]","[377, 389, 422, 431, 440, 449, 458, 467, 476, 485, 494, 503, 511, 519, 527, 535, 544, 553, 562, 571, 582, 598, 609, 625, 636, 652, 662, 671, 680, 689, 698, 708, 718, 728, 738, 748, 758, 768, 778, 788, 798, 809, 825]",13,AMVS
"lancer la mission G4 à ACCOTEC. 30/04/13 : rappel, très urgent, note de calcul de conso-
lidation de sol diffusée et en attente de validation",['06-03-2013'],"[8, 9, 10]","[52, 59, 67]",3,AMVS
"présentation de la supervision programmée le 16/09/15 à 10h00 à la CAMVS (an-
nexe, salle Violaine)",['26-08-2015'],"[83, 84, 85, 86]","[728, 738, 748, 758]",10,AMVS
"présentation de la supervision programmée le 16/09/15 à 10h00 à la CAMVS (annexe, salle
Violaine). 23/09/15 : reportée au 28/10/15 à 10h00",['26-08-2015'],"[87, 88, 89, 90, 91, 92]","[768, 778, 788, 798, 809, 825]",11,AMVS
"relancer département pour la création du futur accès au centre aquatique depuis le RD. 07/05/13 :
en cours de demande",['24-04-2013'],"[9, 10, 11]","[59, 67, 73]",6,AMVS
"relancer département pour la création du futur accès au centre aquatique depuis le RD. 07/05/13 : en
cours de demande. 29/05/13 programmer réunion pour étude desserte zone complète y compris
phase chantier centre aquatique",['24-04-2013'],"[12, 13, 14, 15]","[80, 87, 94, 101]",5,AMVS
"relancer département pour la création du futur accès au centre aquatique depuis le RD. 07/05/13 : en
cours de demande. 29/05/13 programmer réunion pour étude desserte zone complète y compris phase chantier
centre aquatique. 26/06/13 : voir le problème de la piste d’accès au chantier",['24-04-2013'],"[16, 17, 18, 19, 20, 21]","[109, 117, 125, 132, 140, 147]",5,AMVS
"relancer département pour la création du futur accès au centre aquatique depuis le RD. 07/05/13 : en
cours de demande. 29/05/13 programmer réunion pour étude desserte zone complète y compris phase chantier
centre aquatique. 26/06/13 : voir le problème de la piste d’accès au chantier. 03/07/13 : RAPPEL URGENT.
11/09/13 : plan de principe du giratoire remis à DR pour insertion sur plan masse projet et ana-
lyse des contraintes",['24-04-2013'],"[22, 23, 24, 25]","[154, 161, 168, 176]",7,AMVS
"une ou des entreprises étrangères au chantier déversent des camions de terre aux
abords la structure du futur parking, tas qui risquent de gêner pour les futurs aménagements
d’accès et qui risquent également de générer des discussions en fin de chantier. Eclaircir ce
point",['11-12-2013'],"[35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67]","[253, 262, 270, 279, 288, 297, 306, 315, 324, 333, 342, 351, 359, 368, 377, 389, 407, 422, 431, 440, 449, 458, 467, 476, 485, 494, 503, 511, 519, 527, 535, 544, 553]",11,AMVS
"valider ou faire observations sur proposition d’implantation de robinets de puisage
transmise par DR",['27-03-2013'],"[3, 4, 5]","[20, 26, 32]",5,AMVS
"voir problématique accès chantier en intégrant les travaux de voiries du CG (rond
point + bretelle d’accès au centre aquatique)",['18-03-2015'],"[64, 65]","[527, 535]",13,AMVS
"DR rappelle que le projet de giratoire pour accès au centre aquatique diffusé par CG59 ne correspond
pas aux conclusions de la réunion du 16/10/13 et surtout remet en cause tout l’aménagement extérieur du centre
aquatique notamment le parking qui doit être redessiné et toute la structure réalisée en 03/13 est à reprendre.
12/03/14 : rdv avec CG59 le 18/03/14",['26-11-2013'],[45],[342],6,AMVS
"SOGEA et son sous-traitant MENARD sont à disposition pour réunion publique avant réalisation du
compactage dynamique. A organiser avant le 29/04/13",['27-03-2013'],"[5, 6, 7]","[32, 38, 46]",7,AMVS
"confirmer si la clôture doit suivre le plan parcellaire auquel cas faire réaliser un bor-
nage ou si elle suit le plan masse architecte",['02-09-2015'],[84],[738],12,AMVS
dossier Loi sur l’Eau ?,['17-04-2013'],"[7, 8]","[46, 52]",9,AMVS
"dossier Loi sur l’Eau ?
ASSISTANT MAITRISE D’OUVRAGE",['17-04-2013'],[6],[38],12,AMVS
dossier Loi sur l’Eau ? 07/05/13 : courrier du 10/06/10 : pas d’opposition de la MISE,['17-04-2013'],"[9, 10, 11]","[59, 67, 73]",5,AMVS
faire demande de raccordement électrique auprès de ErDF pour qu’un chargé d’affaires soit nommé,['22-05-2013'],"[16, 17, 18, 19, 20, 21]","[109, 117, 125, 132, 140, 147]",8,AMVS
"faire demande de raccordement électrique auprès de ErDF pour qu’un chargé d’affaires soit nommé
ASSISTANT MAITRISE D’OUVRAGE",['22-05-2013'],[13],[87],9,AMVS
"formuler avis sur proposition de remplacement du plongeoir prévu au droit de la fosse de plongée par
une plateforme de mise à l’eau avec bouteilles",['04-11-2015'],"[98, 99]","[843, 852]",9,AMVS
fournir analyse d’eau de ville et pression d’alimentation,['27-03-2013'],"[3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 49, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 98, 99]","[20, 26, 32, 38, 46, 52, 59, 67, 73, 80, 87, 94, 101, 109, 117, 125, 132, 140, 147, 154, 161, 168, 176, 183, 191, 198, 206, 213, 221, 229, 237, 245, 253, 262, 270, 279, 288, 297, 306, 315, 324, 333, 342, 351, 359, 368, 377, 389, 407, 422, 431, 440, 449, 458, 467, 476, 485, 494, 503, 511, 519, 527, 535, 544, 553, 562, 571, 582, 598, 609, 625, 636, 652, 662, 671, 680, 689, 698, 708, 718, 728, 738, 748, 758, 768, 778, 788, 798, 809, 825, 843, 852]",6,AMVS
fournir implantation des TV et sonorisation,['16-09-2015'],"[86, 87, 88, 89, 90, 91, 92, 98, 99]","[758, 768, 778, 788, 798, 809, 825, 843, 852]",11,AMVS
fournir les caractéristiques du compresseur de gonflage des bouteilles de plongée,['05-09-2013'],[21],[147],11,AMVS
"fournir les caractéristiques du compresseur de gonflage des bouteilles de plongée. 11/09/13 : de-
mande faite à DR de proposer un dimensionnement d’installation sur lequel AMVS se calera pour
la fourniture du matériel",['05-09-2013'],[22],[154],15,AMVS
fournir organigramme des clés,['14-10-2015'],"[90, 91, 92]","[798, 809, 825]",12,AMVS
la MOE informe que le niveau TN après dépollution est plus bas que le niveau DCE.,['02-04-2014'],[48],[368],14,AMVS
